"Key","M","El","Z","E","DE","J","Thalf","DThalf"
"1H",1,"H",0,0,NA,"  1/2+            ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"0",0,NA,0,0,0,0,0,0
"3HE",3,"HE",0,0,NA,"1/2+              ","STABLE    ",NA
"0",0,NA,0,0,0,"0","0",0
"0",0,NA,0,0,0,0,0,0
"0",0,NA,0,0,0,0,0,0
"6LI",6,"LI",0,0,NA," 1+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"0",0,NA,0,0,0,0,0,0
"8LI",8,"LI",0,980,1,"1+                ","8.2 FS    ",23
"8LI",8,"LI",0,3080,NA," 1+               ","1 MEV     ",NA
"8LI",8,"LI",0,5150,NA," 1+               ","650 KEV   ",NA
"8LI",8,"LI",0,9670,NA," 1+               ","1 MEV     ",NA
"8BE",8,"BE",0,3030,10,"2+                ","1513 KEV  ",15
"0",0,NA,0,0,0,"0","0",0
"9BE",9,"BE",0,0,NA,"3/2-              ","STABLE    ",NA
"9BE",9,"BE",0,2429.4,13," 5/2-             ","0.78 KEV  ",13
"9BE",9,"BE",0,2780,12," 1/2-             ","1.10 MEV  ",12
"9BE",9,"BE",0,7940,80,"(5/2-)            ","1 MEV     ",NA
"9BE",9,"BE",0,11282,22,"(7/2-)            ","575 KEV   ",50
"9BE",9,"BE",0,11810,20," 5/2-             ","400 KEV   ",30
"0",0,NA,0,0,0,"0","0",0
"10B",10,"B",0,0,NA,"3+                ","STABLE    ",NA
"0",0,NA,0,0,0,"0","0",0
"11BE",11,"BE",0,320.04,10," 1/2-             "," 115 FS   ",10
"11BE",11,"BE",0,2654,10," 3/2-             ","          ",NA
"11BE",11,"BE",0,3400,6," (3/2-)           "," 122 KEV  ",8
"11BE",11,"BE",0,3889,1," 5/2-             "," 8 KEV    ",NA
"11BE",11,"BE",0,3955,1," 3/2-             "," 10 KEV   ",5
"11BE",11,"BE",0,5255,3," 5/2-             "," 45 KEV   ",10
"11BE",11,"BE",0,7030,50," (5/2-)           "," 0.30 MEV ",10
"11BE",11,"BE",0,8020,20," 3/2-             "," 230 KEV  ",55
"11BE",11,"BE",0,8813,25," 3/2-             "," 0.20 MEV ",5
"11BE",11,"BE",0,10590,50," 5/2-             "," 210 KEV  ",40
"11BE",11,"BE",0,16300,1,"                  "," 0.7 MEV  ",1
"11BE",11,"BE",0,18190,14,"                  "," 1.5 MEV  ",4
"11B",11,"B",0,0,NA,"3/2-              ","          ",NA
"11B",11,"B",0,2124.693,27,"1/2-              ","          ",NA
"11B",11,"B",0,4444.89,50,"5/2-              ","          ",NA
"11B",11,"B",0,5020.31,30,"3/2-              ","          ",NA
"11B",11,"B",0,6791.8,30,"1/2+              ","          ",NA
"11B",11,"B",0,7285.51,43,"5/2+              ","          ",NA
"11B",11,"B",0,7977.84,42,"3/2+              ","          ",NA
"11B",11,"B",0,9876,8,"3/2+              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"12B",12,"B",0,0,NA,"1+                ","20.20 MS  ",2
"12C",12,"C",0,0,NA,"0+                ","          ",NA
"12C",12,"C",0,4438.91,31,"2+                ","          ",NA
"12C",12,"C",0,7654.3,21,"0+                ","          ",NA
"12C",12,"C",0,10300,3,"(0+)              ","3.0 MEV   ",7
"0",0,NA,0,0,0,"0","0",0
"13C",13,"C",0,0,NA," 1/2-             ","STABLE    ",NA
"13C",13,"C",0,3089.443,20," 1/2+             ","          ",NA
"13C",13,"C",0,3684.507,19," 3/2-             ","          ",NA
"13C",13,"C",0,3853.807,19," 5/2+             ","          ",NA
"13C",13,"C",0,7547,3," 5/2-             ","          ",NA
"13C",13,"C",0,8860,20," 1/2-             ","          ",NA
"13C",13,"C",0,9897,5," 3/2-             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"14B",14,"B",0,0,NA,"2-                ","12.5 MS   ",5
"14B",14,"B",0,740,40,"(1-)              ","          ",NA
"14B",14,"B",0,1280,20,"1+                ","49 KEV    ",2
"14C",14,"C",0,0,NA," 0+               ","5700 Y    ",30
"14C",14,"C",0,6093.8,2," 1-               ","7 FS      ",NA
"14C",14,"C",0,6728.2,13," 3-               ","66 PS     ",8
"14C",14,"C",0,7341,3," 2-               ","111 FS    ",42
"14N",14,"N",0,0,NA," 1+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"15N",15,"N",0,0,NA," 1/2-             ","          ",NA
"15N",15,"N",0,5298.822,14," 1/2+             ","          ",NA
"15N",15,"N",0,6323.78,2," 3/2-             ","          ",NA
"15N",15,"N",0,7300.83,2," 3/2+             ","          ",NA
"15N",15,"N",0,8312.62,3," 1/2+             ","          ",NA
"15N",15,"N",0,8571.4,12," 3/2+             ","          ",NA
"15N",15,"N",0,9049.71,7," 1/2+             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"16N",16,"N",0,120.42,12," 0-               ","          ",NA
"16N",16,"N",0,298.22,8," 3-               ","          ",NA
"16N",16,"N",0,397.27,10,"           1-     ","          ",NA
"16N",16,"N",0,3353,3,"(1+)              ","          ",NA
"16N",16,"N",0,4320,3," 1+               ","          ",NA
"16O",16,"O",0,0,NA," 0+               ","          ",NA
"16O",16,"O",0,6049.4,10," 0+               ","          ",NA
"16O",16,"O",0,6129.89,4," 3-               ","          ",NA
"16O",16,"O",0,7116.85,14," 1-               ","          ",NA
"16O",16,"O",0,8871.9,5," 2-               ","          ",NA
"16O",16,"O",0,9585,11," 1-               ","          ",NA
"16O",16,"O",0,9844.5,5," 2+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"17N",17,"N",0,1373.9,3,"3/2-              ","          ",NA
"17N",17,"N",0,1849.6,3,"1/2+              ","          ",NA
"17N",17,"N",0,1906.8,3,"                  ","          ",NA
"17N",17,"N",0,2526,5,"                  ","          ",NA
"17O",17,"O",0,0,NA," 5/2+             ","          ",NA
"17O",17,"O",0,870.73,10," 1/2+             ","          ",NA
"17O",17,"O",0,3055.36,16," 1/2-             ","          ",NA
"17O",17,"O",0,3842.8,4," 5/2-             ","          ",NA
"17O",17,"O",0,4553.8,16," 3/2-             ","          ",NA
"17O",17,"O",0,5084.8,9," 3/2+             ","          ",NA
"17O",17,"O",0,5379.2,14," 3/2-             ","          ",NA
"17O",17,"O",0,5732.8,5," (5/2-)           ","          ",NA
"17O",17,"O",0,5869.1,6," 3/2+             ","          ",NA
"17O",17,"O",0,5939,4," 1/2-             ","          ",NA
"17O",17,"O",0,6356,8," 1/2+             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"18N",18,"N",0,587.56,24,"(2-)              ","          ",NA
"18N",18,"N",0,1734.87,22,"(1,2)             ","          ",NA
"18N",18,"N",0,2614.47,23,"1+                ","          ",NA
"18O",18,"O",0,1982.05,90,"2+                ","          ",NA
"18O",18,"O",0,3554.13,80,"4+                ","          ",NA
"18O",18,"O",0,3633.7,11,"                  ","          ",NA
"18O",18,"O",0,3920.42,14,"2+                ","          ",NA
"18O",18,"O",0,4455.52,10,"1-                ","          ",NA
"18O",18,"O",0,5097.6,60,"3-                ","          ",NA
"18O",18,"O",0,5530.17,32,"2-                ","          ",NA
"18O",18,"O",0,6198.22,40,"1-                ","          ",NA
"18O",18,"O",0,6349.8,10,"(2-)              ","          ",NA
"18O",18,"O",0,6880.45,27,"0-                ","          ",NA
"18O",18,"O",0,7620,NA,"1-                ","          ",NA
"18O",18,"O",0,7771.07,50,"2-                ","          ",NA
"18O",18,"O",0,8040,NA,"1-                ","          ",NA
"18O",18,"O",0,9000,NA,"(1-)              ","          ",NA
"18O",18,"O",0,9090,30,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,9270,20,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,9470,20,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,9690,20,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,9910,20,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,10240,30,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,10650,30,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,10990,30,"(0,1,2)-          ","          ",NA
"18O",18,"O",0,11490,30,"(0,1,2)-          ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"19O",19,"O",0,0,NA,"5/2+              ","26.88 S   ",5
"19O",19,"O",0,1472.2,6,"1/2+              ","          ",NA
"19O",19,"O",0,3235.7,11,"(1/2-,3/2-)       ","          ",NA
"19O",19,"O",0,3947.6,6,"3/2-              ","          ",NA
"19O",19,"O",0,4432.4,4,"(1/2-,3/2-)       ","          ",NA
"19O",19,"O",0,6403.1,12,"(1/2-,3/2-)       ","          ",NA
"19O",19,"O",0,7050.8,5,"(1/2-,3/2-)       ","          ",NA
"19O",19,"O",0,8740.8,14,"(1/2-,3/2-)       ","          ",NA
"19O",19,"O",0,10572,11,"(1/2-,3/2-)       ","          ",NA
"19F",19,"F",0,0,NA," 1/2+             ","STABLE    ",NA
"19F",19,"F",0,109.89,NA," 1/2-             ","          ",NA
"19F",19,"F",0,197.143,4," 5/2+             ","          ",NA
"19F",19,"F",0,1346,NA," 5/2-             ","          ",NA
"19F",19,"F",0,1459,NA,"3/2-              ","          ",NA
"19F",19,"F",0,1554.038,9," 3/2+             ","          ",NA
"19F",19,"F",0,2779.849,34," 9/2+             ","          ",NA
"19F",19,"F",0,3908.17,20," 3/2+             ","          ",NA
"19F",19,"F",0,3999,NA,"7/2-              ","          ",NA
"19F",19,"F",0,4033,NA,"9/2-              ","          ",NA
"19F",19,"F",0,4377.7,42," 7/2+             ","          ",NA
"19F",19,"F",0,4550,NA,"5/2+              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"20O",20,"O",0,0,NA,"0+                ","13.51 S   ",5
"20O",20,"O",0,1673.6,1,"2+                ","7.28 PS   ",28
"20O",20,"O",0,3572,6,"4+                ","          ",NA
"20O",20,"O",0,4071.1,7," 2+               ","          ",NA
"20O",20,"O",0,4453.4,9," 0+               ","          ",NA
"20O",20,"O",0,5384.2,9," 0+               ","          ",NA
"20O",20,"O",0,6554.5,11," (2+)             ","          ",NA
"20O",20,"O",0,7568.5,12," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,8860,4," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,9024,4," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,9884,4," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,10587,4," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,10841,6," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,12521,8," (1-,2-,3-)       ","          ",NA
"20O",20,"O",0,12957,6," (1-,2-,3-)       ","          ",NA
"20F",20,"F",0,1056.848,4," 1+               ","5.1 FS    ",11
"20F",20,"F",0,3488.41,3," 1+               ","          ",NA
"20NE",20,"NE",0,0,NA," 0+               ","          ",NA
"20NE",20,"NE",0,1633.674,15," 2+               ","          ",NA
"20NE",20,"NE",0,4966.51,20," 2-               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"21O",21,"O",0,0,NA,"  5/2+            ","          ",NA
"21O",21,"O",0,1222,3,"   1/2+           ","          ",NA
"21O",21,"O",0,6140,8,"  (1/2-,3/2-)     ","          ",NA
"21O",21,"O",0,6800,10,"  (1/2-,3/2-)     ","          ",NA
"21O",21,"O",0,6910,7,"  (1/2-,3/2-)     ","          ",NA
"21O",21,"O",0,9020,12,"  (1/2-,3/2-)     ","          ",NA
"21O",21,"O",0,9040,22,"  (1/2-,3/2-)     ","          ",NA
"21F",21,"F",0,1730.4,6,"3/2+              ","          ",NA
"21F",21,"F",0,1754.83,8,"                  ","          ",NA
"21F",21,"F",0,3459.64,9,"(3/2,5/2)+        ","          ",NA
"21F",21,"F",0,3517.67,7,"(3/2,5/2)+        ","          ",NA
"21F",21,"F",0,3638.95,12,"                  ","          ",NA
"21F",21,"F",0,4572.38,25,"(1/2 TO 7/2)+     ","          ",NA
"21F",21,"F",0,4584,3,"(1/2,3/2)+        ","          ",NA
"21NE",21,"NE",0,0,NA,"3/2+              ","STABLE    ",NA
"21NE",21,"NE",0,350.727,8,"5/2+              ","          ",NA
"21NE",21,"NE",0,1745.91,19,"7/2+              ","          ",NA
"21NE",21,"NE",0,3735.59,14,"5/2+              ","          ",NA
"21NE",21,"NE",0,3884.96,21,"5/2-              ","          ",NA
"21NE",21,"NE",0,4525.84,24,"5/2+              ","          ",NA
"21NE",21,"NE",0,4684.56,15,"3/2+              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"22O",22,"O",0,0,NA," 0+               ","          ",NA
"22O",22,"O",0,3198,8," 2+               ","          ",NA
"22O",22,"O",0,4584,9," (3+)             ","          ",NA
"22O",22,"O",0,6511,10," (2+)             ","          ",NA
"22O",22,"O",0,7649,NA," (0-,1-,2-)       ","          ",NA
"22O",22,"O",0,8783,NA," (0-,1-,2-)       ","          ",NA
"22O",22,"O",0,10554,NA," (0-,1-,2-)       ","          ",NA
"22O",22,"O",0,13298,NA," (0-,1-,2-)       ","          ",NA
"22F",22,"F",0,1627,4,"1+                ","          ",NA
"22F",22,"F",0,2571.5,4,"1+                ","          ",NA
"22NE",22,"NE",0,1274.577,7,"2+                ","          ",NA
"22NE",22,"NE",0,3357.2,5,"4+                ","          ",NA
"22NE",22,"NE",0,5523.3,6,"(4)+              ","          ",NA
"22NE",22,"NE",0,5641.2,7,"3+                ","          ",NA
"22NE",22,"NE",0,6345.1,10,"4+                ","          ",NA
"22NE",22,"NE",0,7341.1,11," (4)+             ","          ",NA
"22NE",22,"NE",0,7423.4,9,"(5+)              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"23NE",23,"NE",0,0,NA," 5/2+             ","37.24 S   ",12
"23NE",23,"NE",0,1016.9,4," 1/2+             ","          ",NA
"23NE",23,"NE",0,1701.7,6," (5/2,7/2+)       ","          ",NA
"23NE",23,"NE",0,1822.29,21," 3/2+             ","          ",NA
"23NE",23,"NE",0,2314.8,5," 5/2+             ","          ",NA
"23NE",23,"NE",0,2516.8,7," (5/2,7/2)        ","          ",NA
"23NE",23,"NE",0,3431.8,3," 3/2+             ","          ",NA
"23NE",23,"NE",0,3830.7,4," 3/2+             ","          ",NA
"23NE",23,"NE",0,4436.1,7," (3/2,5/2,7/2)+   ","          ",NA
"23NA",23,"NA",0,0,NA," 3/2+             ","STABLE    ",NA
"23NA",23,"NA",0,439.991,10," 5/2+             ","          ",NA
"23NA",23,"NA",0,2076.01,3," 7/2+             ","          ",NA
"23NA",23,"NA",0,2982.06,4," 3/2+             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"24F",24,"F",0,1831.3,5,"  1+              ","          ",NA
"24NA",24,"NA",0,472.2074,8," 1+               ","20.18 MS  ",10
"24NA",24,"NA",0,1346.63,2," 1+               ","          ",NA
"24MG",24,"MG",0,1368.672,5," 2+               ","          ",NA
"24MG",24,"MG",0,4122.889,12," 4+               ","          ",NA
"24MG",24,"MG",0,5235.12,4," 3+               ","          ",NA
"24MG",24,"MG",0,0,NA," 0+               ","STABLE    ",NA
"0",0,NA,0,0,0,"0","0",0
"25NE",25,"NE",0,1702.8,7," (5/2,3/2)+       ","          ",NA
"25NE",25,"NE",0,2090,5," (3/2,5/2)+       ","          ",NA
"25NE",25,"NE",0,3316.4,11,"                  ","          ",NA
"25NE",25,"NE",0,3324,5," (3/2,5/2,7/2)+   ","          ",NA
"25NE",25,"NE",0,3891.2,12,"  (3/2,5/2,7/2)+  ","          ",NA
"25NA",25,"NA",0,89.53,10," 3/2+             ","          ",NA
"25NA",25,"NA",0,1069.32,19," 1/2+             ","          ",NA
"25NA",25,"NA",0,2202,1," 3/2+             ","          ",NA
"25NA",25,"NA",0,3687,2," (1/2,3/2,5/2)+   ","          ",NA
"25NA",25,"NA",0,4289,3," 1/2+             ","          ",NA
"25MG",25,"MG",0,0,NA," 5/2+             ","STABLE    ",NA
"25MG",25,"MG",0,974.749,24," 3/2+             ","          ",NA
"25MG",25,"MG",0,1611.772,11," 7/2+             ","          ",NA
"25MG",25,"MG",0,1964.62,24," 5/2+             ","          ",NA
"25MG",25,"MG",0,2801.46,3," 3/2+             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"26NE",26,"NE",0,0,NA," 0+               ","   197 MS ",1
"26NE",26,"NE",0,2018,3," 2+               ","          ",NA
"26NE",26,"NE",0,3690.8,4," (2+)             ","          ",NA
"26NE",26,"NE",0,3815.2,5,"  (0+)            ","          ",NA
"26NE",26,"NE",0,NA,NA,"                  ","          ",NA
"26NE",26,"NE",0,0,NA," 0+               ","   197 MS ",1
"26NE",26,"NE",0,2018,3," 2+               ","          ",NA
"26NE",26,"NE",0,3690.8,4," (2+)             ","          ",NA
"26NE",26,"NE",0,3815.2,5,"  (0+)            ","          ",NA
"26NE",26,"NE",0,NA,NA,"                  ","          ",NA
"26NE",26,"NE",0,3517,5," (3+,4+)          ","          ",NA
"26NE",26,"NE",0,5360.5,10," (3+,4+)          ","          ",NA
"26NE",26,"NE",0,NA,NA,"                  ","          ",NA
"26NA",26,"NA",0,82,23," 1+               ","9 US      ",2
"26NA",26,"NA",0,232.9,18,"  2+              ","          ",NA
"26NA",26,"NA",0,404,3,"  2+              ","          ",NA
"26NA",26,"NA",0,1511,4,"  (1+)            ","          ",NA
"26NA",26,"NA",0,2219,4,"  (4+)            ","          ",NA
"26NA",26,"NA",0,2721,4,"  (1+)            ","          ",NA
"26NA",26,"NA",0,82,23," 1+               ","9 US      ",2
"26NA",26,"NA",0,232.9,18,"  2+              ","          ",NA
"26NA",26,"NA",0,404,3,"  2+              ","          ",NA
"26NA",26,"NA",0,1511,4,"  (1+)            ","          ",NA
"26NA",26,"NA",0,2219,4,"  (4+)            ","          ",NA
"26NA",26,"NA",0,2721,4,"  (1+)            ","          ",NA
"26MG",26,"MG",0,1808.81,16," 2+               ","          ",NA
"26MG",26,"MG",0,2938.26,17," 2+               ","          ",NA
"26MG",26,"MG",0,3941.48,17," 3+               ","          ",NA
"26MG",26,"MG",0,4319.17,19," 4+               ","          ",NA
"26MG",26,"MG",0,4332.02,17," 2+               ","          ",NA
"26MG",26,"MG",0,4350.02,17," 3+               ","          ",NA
"26MG",26,"MG",0,4834.92,17," 2+               ","          ",NA
"26MG",26,"MG",0,4901.16,18," 4+               ","          ",NA
"26MG",26,"MG",0,5291.65,17," 2+               ","          ",NA
"26MG",26,"MG",0,5475.59,19," 4+               ","          ",NA
"26MG",26,"MG",0,5715.93,18," 4+               ","          ",NA
"26MG",26,"MG",0,6125,17," 3+               ","          ",NA
"26MG",26,"MG",0,6622.77,21," 4+               ","          ",NA
"26MG",26,"MG",0,6744.9,23," 2+               ","          ",NA
"26MG",26,"MG",0,7099.1,6," 2+               ","          ",NA
"26MG",26,"MG",0,7246.15,21," 3+               ","          ",NA
"26MG",26,"MG",0,7371.27,24," 2+               ","          ",NA
"26MG",26,"MG",0,7726,5," 3+               ","          ",NA
"26MG",26,"MG",0,7773.7,6," 4+               ","          ",NA
"26MG",26,"MG",0,7817.4,7," (2,3)+           ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"27NA",27,"NA",0,0,NA,"  5/2+            ","          ",NA
"27NA",27,"NA",0,63,7,"  (3/2+)          ","          ",NA
"27NA",27,"NA",0,1728.1,8,"  (1/2+)          ","          ",NA
"27NA",27,"NA",0,2192.1,12,"                  ","          ",NA
"27NA",27,"NA",0,2288.1,12,"                  ","          ",NA
"27NA",27,"NA",0,2799.2,8,"                  ","          ",NA
"27NA",27,"NA",0,3019.2,8,"                  ","          ",NA
"27NA",27,"NA",0,3508.2,10,"                  ","          ",NA
"27NA",27,"NA",0,3582.3,10,"                  ","          ",NA
"27NA",27,"NA",0,3685.3,10,"                  ","          ",NA
"27NA",27,"NA",0,3781.3,10,"                  ","          ",NA
"27NA",27,"NA",0,4355.2,16,"                  ","          ",NA
"27MG",27,"MG",0,984.69,8,"3/2+              ","          ",NA
"27MG",27,"MG",0,1698.06,10,"5/2+              ","          ",NA
"27MG",27,"MG",0,1940.06,9,"5/2+              ","          ",NA
"27MG",27,"MG",0,3109.5,3,"(7/2+)            ","          ",NA
"27MG",27,"MG",0,3427.1,4,"(5/2+,7/2+)       ","          ",NA
"27MG",27,"MG",0,3490.9,4," 3/2+,5/2+        ","          ",NA
"27MG",27,"MG",0,4150,5,"(3/2+,5/2+)       ","          ",NA
"27MG",27,"MG",0,4553,6,"(3/2+,5/2+)       ","          ",NA
"27MG",27,"MG",0,4776.3,7,"(3/2,5/2,7/2)+    ","          ",NA
"27MG",27,"MG",0,4992.6,9," (5/2+)           ","          ",NA
"27AL",27,"AL",0,843.76,9,"1/2+              ","          ",NA
"27AL",27,"AL",0,1014.56,9,"3/2+              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"28NA",28,"NA",0,0,NA," 1+               ","          ",NA
"28NA",28,"NA",0,55.2,5,"                  ","          ",NA
"28NA",28,"NA",0,1131.2,7,"                  ","          ",NA
"28NA",28,"NA",0,1254.2,6,"  (2+)            ","          ",NA
"28NA",28,"NA",0,1932.2,7,"  (1+)            ","          ",NA
"28NA",28,"NA",0,2118.4,5," (1+)             ","          ",NA
"28NA",28,"NA",0,2714.3,6," (1+)             ","          ",NA
"28NA",28,"NA",0,3286.4,12,"   (1+)           ","          ",NA
"28NA",28,"NA",0,3512.5,12,"   (1+)           ","          ",NA
"28NA",28,"NA",0,3543,NA,"                  ","          ",NA
"28NA",28,"NA",0,10270,NA,"                  ","          ",NA
"28MG",28,"MG",0,0,NA,"0+                ","20.915 H  ",9
"28MG",28,"MG",0,1473.55,10,"2+                ","          ",NA
"28MG",28,"MG",0,3862.15,15,"0+                ","          ",NA
"28MG",28,"MG",0,4554.6,5,"2+                ","          ",NA
"28MG",28,"MG",0,4561,5,"1+                ","          ",NA
"28MG",28,"MG",0,4878.7,13,"  2+              ","          ",NA
"28MG",28,"MG",0,5171.5,5,"  3-              ","          ",NA
"28MG",28,"MG",0,5270.1,4,"1+                ","          ",NA
"28MG",28,"MG",0,5470.2,5,"  2               ","          ",NA
"28MG",28,"MG",0,5916.9,11," (0,1,2)+         ","          ",NA
"28MG",28,"MG",0,6545,5," (2+)             ","          ",NA
"28MG",28,"MG",0,7200.9,7," (0,1,2)+         ","          ",NA
"28MG",28,"MG",0,7461.8,5," (2+)             ","          ",NA
"28AL",28,"AL",0,972.24,20," 0+               ","          ",NA
"28AL",28,"AL",0,1372.85,14," 1+               ","          ",NA
"28AL",28,"AL",0,1620.1,3," 1+               ","          ",NA
"28SI",28,"SI",0,1778.987,15," 2+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"29NA",29,"NA",0,72,NA," (5/2+)           ","          ",NA
"29NA",29,"NA",0,1249,NA,"                  ","          ",NA
"29NA",29,"NA",0,1588,NA,"                  ","          ",NA
"29NA",29,"NA",0,3059,NA,"                  ","          ",NA
"29NA",29,"NA",0,3723,NA,"                  ","          ",NA
"29NA",29,"NA",0,4166,NA,"                  ","          ",NA
"29MG",29,"MG",0,0,NA,"3/2+              ","          ",NA
"29MG",29,"MG",0,1094.53,21,"                  ","          ",NA
"29MG",29,"MG",0,1638.05,19,"                  ","          ",NA
"29MG",29,"MG",0,2499.9,10,"                  ","          ",NA
"29MG",29,"MG",0,2614.9,4,"                  ","          ",NA
"29MG",29,"MG",0,3223.7,24,"                  ","          ",NA
"29MG",29,"MG",0,3674.1,15,"                  ","          ",NA
"29MG",29,"MG",0,3985.7,15,"                  ","          ",NA
"29AL",29,"AL",0,0,NA,"5/2+              ","          ",NA
"29AL",29,"AL",0,1398.05,18,"1/2+              ","          ",NA
"29AL",29,"AL",0,1754.27,18,"7/2+              ","          ",NA
"29AL",29,"AL",0,2224.1,3,"3/2+              ","          ",NA
"29AL",29,"AL",0,2865.6,4,"3/2+              ","          ",NA
"29AL",29,"AL",0,3061.7,4," (5/2)+           ","          ",NA
"29AL",29,"AL",0,3184.54,20," 5/2+             ","          ",NA
"29AL",29,"AL",0,3433,7,"1/2+              ","          ",NA
"29AL",29,"AL",0,3577.6,5,"(9/2)+            ","          ",NA
"29AL",29,"AL",0,3641.5,7,"(5/2)+            ","          ",NA
"29AL",29,"AL",0,3671.7,8,"(3/2,5/2)+        ","          ",NA
"29AL",29,"AL",0,3935.2,7,"(3/2,7/2)+        ","          ",NA
"29AL",29,"AL",0,4057,7,"(1/2,3/2)+        ","          ",NA
"29AL",29,"AL",0,4219.6,6,"5/2+              ","          ",NA
"29AL",29,"AL",0,4403.1,7,"(7/2)+            ","          ",NA
"29SI",29,"SI",0,1273.391,9,"3/2+              ","          ",NA
"29SI",29,"SI",0,2028.17,4,"5/2+              ","          ",NA
"29SI",29,"SI",0,2425.99,3,"3/2+              ","          ",NA
"29SI",29,"SI",0,3067.28,8,"5/2+              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"30NA",30,"NA",0,150.62,20,"  1+              ","          ",NA
"30NA",30,"NA",0,926,6,"  1+              ","          ",NA
"30NA",30,"NA",0,2113.6,6,"  1+              ","          ",NA
"30MG",30,"MG",0,1482.53,24," 2+               ","          ",NA
"30MG",30,"MG",0,2467.8,4," (2+)             ","          ",NA
"30MG",30,"MG",0,3303.9,5,"                  ","          ",NA
"30MG",30,"MG",0,3461.4,4," (1 TO 3)+        ","          ",NA
"30MG",30,"MG",0,3541.5,4,"(1,2)+            ","          ",NA
"30MG",30,"MG",0,4414.9,8," (1,2)+           ","          ",NA
"30MG",30,"MG",0,4967.2,4," (1,2)+           ","          ",NA
"30MG",30,"MG",0,5021.5,5,"(1,2)+            ","          ",NA
"30MG",30,"MG",0,5093.7,4,"(1,2)+            ","          ",NA
"30MG",30,"MG",0,5412.9,5,"(1,2)+            ","          ",NA
"30AL",30,"AL",0,688,5," 1+               ","          ",NA
"30AL",30,"AL",0,2413.5,12," 1+               ","          ",NA
"30SI",30,"SI",0,2235.326,19,"2+                ","          ",NA
"30SI",30,"SI",0,3498.5,3,"2+                ","          ",NA
"30SI",30,"SI",0,4810.31,13,"2+                ","          ",NA
"30SI",30,"SI",0,4830.84,5,"3+                ","          ",NA
"30SI",30,"SI",0,5231.56,10,"3+                ","          ",NA
"30SI",30,"SI",0,5614.02,14,"2+                ","          ",NA
"30SI",30,"SI",0,5951.6,10,"4+                ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"31MG",31,"MG",0,0,NA,"   1/2(+)         ","          ",NA
"31MG",31,"MG",0,50.5,4," (3/2+)           ","  16 NS   ",3
"31MG",31,"MG",0,221.3,4," (3/2-)           ","133 PS    ",8
"31MG",31,"MG",0,673.4,7,"  (3/2+)          ","          ",NA
"31MG",31,"MG",0,945.1,8," (5/2+)           ","          ",NA
"31MG",31,"MG",0,1029.2,6," (1/2:7/2-)       ","          ",NA
"31MG",31,"MG",0,2243.6,5," (1/2+,3/2+,5/2+) ","          ",NA
"31MG",31,"MG",0,3759.9,10," (1/2+,3/2+,5/2+) ","          ",NA
"31MG",31,"MG",0,3814.7,13," (1/2+,3/2+,5/2+) ","          ",NA
"31AL",31,"AL",0,946.7,3,"  1/2,3/2         ","          ",NA
"31AL",31,"AL",0,1612.97,24," 1/2(+),3/2(+)    ","          ",NA
"31AL",31,"AL",0,3239.2,5,"  1/2(+),3/2(+)   ","          ",NA
"31AL",31,"AL",0,3433.4,4,"   1/2(+),3/2(+)  ","          ",NA
"31AL",31,"AL",0,3623.1,5,"    1/2(+),3/2(+) ","          ",NA
"31AL",31,"AL",0,4143.2,4,"  1/2(+),3/2(+)   ","          ",NA
"31AL",31,"AL",0,4563.3,5,"  1/2(+),3/2(+)   ","          ",NA
"31AL",31,"AL",0,4640.4,11,"  (1/2,3/2)       ","          ",NA
"31AL",31,"AL",0,4809.2,12,"                  ","          ",NA
