"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"81SE",81,"SE","34",102.9,11,"7/2+","57.28 M",2
"81SE",81,"SE","34",467.69,9,"3/2-",NA,NA
"81SE",81,"SE","34",490.91,10,"(5/2)-",NA,NA
"81SE",81,"SE","34",623.95,13,"5/2-",NA,NA
"81SE",81,"SE","34",1052.87,19,"5/2+",NA,NA
"81SE",81,"SE","34",1303.52,19,"5/2+",NA,NA
"81SE",81,"SE","34",1406.18,13,"3/2-",NA,NA
"81SE",81,"SE","34",2029.62,15,"1/2-,3/2-",NA,NA
"81SE",81,"SE","34",2332.53,13,"5/2+",NA,NA
"81SE",81,"SE","34",2569.9,13,"1/2-,3/2-,5/2-",NA,NA
"81SE",81,"SE","34",2659.65,20,"5/2-",NA,NA
"81SE",81,"SE","34",2769.65,17,"(5/2)-",NA,NA
"81SE",81,"SE","34",2935.17,17,"(5/2)-",NA,NA
"81SE",81,"SE","34",2965.06,20,"(5/2)-",NA,NA
"81SE",81,"SE","34",3222.7,16,"(5/2)-",NA,NA
"81BR",81,"BR","35",0,NA,"3/2-",NA,NA
"81BR",81,"BR","35",538.2,9,"1/2-,3/2-",NA,NA
"81BR",81,"BR","35",566.01,5,"3/2-",NA,NA
"81BR",81,"BR","35",649.87,8,"(3/2)-",NA,NA
"81BR",81,"BR","35",828.27,5,"3/2-",NA,NA
"81BR",81,"BR","35",1327.3,5,NA,NA,NA
"81BR",81,"BR","35",536.03,15,"9/2+","34.6 US",28
"81BR",81,"BR","35",767.1,5,"(5/2)-",NA,NA
"82SE",82,"SE","34",0,NA,"0+",NA,NA
"82SE",82,"SE","34",654.43,10,"2+",NA,NA
"82SE",82,"SE","34",1409.63,23,"0+",NA,NA
"82SE",82,"SE","34",1731.29,10,"2+",NA,NA
"82SE",82,"SE","34",1734.3,5,"4+",NA,NA
"82SE",82,"SE","34",3668.9,10,"2+",NA,NA
"82SE",82,"SE","34",3705.3,5,"(2+)",NA,NA
"82SE",82,"SE","34",4566.1,10,"(0+,1,2)",NA,NA
"82SE",82,"SE","34",1734.5,3,"4+",NA,NA
"82SE",82,"SE","34",2549.85,14,"(3,4+)",NA,NA
"82SE",82,"SE","34",2893.31,17,"5-",NA,NA
"82SE",82,"SE","34",3453.78,19,"(5-)",NA,NA
"82SE",82,"SE","34",4090.76,24,"(5-)",NA,NA
"82KR",82,"KR","36",776.521,3,"2+",NA,NA
"82KR",82,"KR","36",1474.899,5,"2+",NA,NA
"82KR",82,"KR","36",1820.53,5,"4+",NA,NA
"82KR",82,"KR","36",1956.67,5,"(2+)",NA,NA
"82KR",82,"KR","36",2094.01,5,"3+",NA,NA
"82KR",82,"KR","36",2171.55,8,"0+",NA,NA
"82KR",82,"KR","36",2426.882,6,"(4+)",NA,NA
"82KR",82,"KR","36",2547.6,7,"(3-)",NA,NA
"82KR",82,"KR","36",2556.178,13,"(4+)",NA,NA
"82KR",82,"KR","36",2648.362,5,"4-",NA,NA
"82KR",82,"KR","36",2828.11,3,"5(-)",NA,NA
"82KR",82,"KR","36",2920.44,20,"(6+)",NA,NA
"82KR",82,"KR","36",0,NA,"0+",NA,NA
"82KR",82,"KR","36",776.524,10,"2+",NA,NA
"82KR",82,"KR","36",1474.901,13,"2+",NA,NA
"82KR",82,"KR","36",1487.56,8,"0+",NA,NA
"82KR",82,"KR","36",1956.801,22,"(2+)",NA,NA
"82KR",82,"KR","36",2093.98,3,"3+",NA,NA
"82KR",82,"KR","36",2171.64,20,"0+",NA,NA
"82KR",82,"KR","36",2479.71,5,"1+,2+",NA,NA
"82KR",82,"KR","36",2547.88,7,"(3-)",NA,NA
"82KR",82,"KR","36",2556.2,9,"(4+)",NA,NA
"82KR",82,"KR","36",2655.865,17,"1,2(+)",NA,NA
"83GE",83,"GE","32",0,NA,"(5/2)+",NA,NA
"83GE",83,"GE","32",247.05,17,"1/2+",NA,NA
"83GE",83,"GE","32",1045.51,19,NA,NA,NA
"83GE",83,"GE","32",1237.97,13,NA,NA,NA
"83BR",83,"BR","35",356.733,6,"5/2-",NA,NA
"83BR",83,"BR","35",799.223,7,"(5/2,7/2)-",NA,NA
"83BR",83,"BR","35",866.93,7,"7/2-",NA,NA
"83BR",83,"BR","35",1092.138,7,"9/2+","4.1 NS",1
"83BR",83,"BR","35",1238.625,10,"(5/2,7/2-)",NA,NA
"83BR",83,"BR","35",1421.078,8,"(7/2-,5/2+)",NA,NA
"83BR",83,"BR","35",1438.972,9,"9/2-",NA,NA
"83BR",83,"BR","35",1804.485,8,"(7/2)",NA,NA
"83BR",83,"BR","35",1810.398,7,"(7/2+)",NA,NA
"83BR",83,"BR","35",2058.787,9,"(5/2+,7/2,9/2+)",NA,NA
"83BR",83,"BR","35",2134.502,13,"11/2+",NA,NA
"83BR",83,"BR","35",2398.068,11,"9/2+,7/2+",NA,NA
"83BR",83,"BR","35",2531.592,11,NA,NA,NA
"83BR",83,"BR","35",2647.187,8,"(7/2)+",NA,NA
"83BR",83,"BR","35",2694.305,8,"(7/2)+",NA,NA
"83BR",83,"BR","35",2738.382,8,"(9/2)+",NA,NA
"83BR",83,"BR","35",2777.114,22,"(7/2,9/2)",NA,NA
"83BR",83,"BR","35",2946.784,9,"9/2+,11/2+",NA,NA
"83BR",83,"BR","35",3137.825,16,"9/2+,11/2+",NA,NA
"83BR",83,"BR","35",0,NA,"3/2-","2.374 H",4
"83BR",83,"BR","35",799.12,6,"(5/2,7/2)-",NA,NA
"83BR",83,"BR","35",866.8,11,"7/2-",NA,NA
"83BR",83,"BR","35",987.96,7,"1/2-,3/2-",NA,NA
"83BR",83,"BR","35",1030.65,6,"(3/2)-",NA,NA
"83BR",83,"BR","35",1053.78,8,"1/2-,3/2-",NA,NA
"83BR",83,"BR","35",1660.08,9,"1/2-,3/2-",NA,NA
"83BR",83,"BR","35",1915.45,10,"1/2(-),3/2",NA,NA
"83BR",83,"BR","35",2051.45,8,"1/2-,3/2-",NA,NA
"83BR",83,"BR","35",2809.71,19,"1/2-,3/2-",NA,NA
"83BR",83,"BR","35",3091.3,3,"1/2-,3/2-",NA,NA
"83KR",83,"KR","36",9.4051,8,"7/2+",NA,NA
"83KR",83,"KR","36",41.5567,9,"1/2-","1.83 H",2
"83KR",83,"KR","36",561.954,7,"5/2-",NA,NA
"83KR",83,"KR","36",571.151,10,"(3/2-)",NA,NA
"83KR",83,"KR","36",690.141,9,"5/2-",NA,NA
"83KR",83,"KR","36",799.5,10,"5/2+",NA,NA
"84GE",84,"GE","32",0,NA,"0+",NA,NA
"84GE",84,"GE","32",624.3,7,"(2+)",NA,NA
"84GE",84,"GE","32",1670.4,10,"(4+)",NA,NA
"84SE",84,"SE","34",0,NA,"0+",NA,NA
"84SE",84,"SE","34",1454.45,9,"(2+)",NA,NA
"84SE",84,"SE","34",2121.68,11,"(4+)",NA,NA
"84SE",84,"SE","34",2461.33,10,"(1,2+)",NA,NA
"84SE",84,"SE","34",2699.52,12,"(2,3,4)",NA,NA
"84SE",84,"SE","34",2984.65,13,"2+",NA,NA
"84SE",84,"SE","34",3024.27,12,"(2+)",NA,NA
"84SE",84,"SE","34",3069.67,22,NA,NA,NA
"84SE",84,"SE","34",3125.92,15,NA,NA,NA
"84SE",84,"SE","34",3232.45,15,NA,NA,NA
"84SE",84,"SE","34",3297.26,11,NA,NA,NA
"84SE",84,"SE","34",3370.69,23,NA,NA,NA
"84SE",84,"SE","34",3408.75,15,NA,NA,NA
"84SE",84,"SE","34",3439.15,14,NA,NA,NA
"84SE",84,"SE","34",3541.21,11,"2+",NA,NA
"84SE",84,"SE","34",3548.3,4,NA,NA,NA
"84SE",84,"SE","34",3872.04,15,NA,NA,NA
"84SE",84,"SE","34",3985.3,23,"2+",NA,NA
"84SE",84,"SE","34",4082.2,23,NA,NA,NA
"84SE",84,"SE","34",4116.24,17,NA,NA,NA
"84SE",84,"SE","34",4282.2,11,NA,NA,NA
"84SE",84,"SE","34",4445.21,23,"(4+)",NA,NA
"84SE",84,"SE","34",5161.2,19,NA,NA,NA
"84SE",84,"SE","34",5222.07,16,NA,NA,NA
"84SE",84,"SE","34",5596.31,20,"3-",NA,NA
"84SE",84,"SE","34",5637.5,4,NA,NA,NA
"84SE",84,"SE","34",5661.58,23,NA,NA,NA
"84SE",84,"SE","34",5869.38,24,NA,NA,NA
"84SE",84,"SE","34",5890,4,"(3-,1-)",NA,NA
"84SE",84,"SE","34",6020.1,19,NA,NA,NA
"84SE",84,"SE","34",6249.6,25,NA,NA,NA
"84SE",84,"SE","34",6400.3,4,"4+",NA,NA
"84SE",84,"SE","34",6541.4,4,NA,NA,NA
"84SE",84,"SE","34",6604.5,4,NA,NA,NA
"84SE",84,"SE","34",0,NA,"0+",NA,NA
"84SE",84,"SE","34",1454.45,9,"(2+)",NA,NA
"84SE",84,"SE","34",2121.68,11,"(4+)",NA,NA
"84SE",84,"SE","34",2461.33,10,"(1,2+)",NA,NA
"84SE",84,"SE","34",2699.52,12,"(2,3,4)",NA,NA
"84SE",84,"SE","34",2984.65,13,"2+",NA,NA
"84SE",84,"SE","34",3024.27,12,"(2+)",NA,NA
"84SE",84,"SE","34",3069.67,22,NA,NA,NA
"84SE",84,"SE","34",3125.92,15,NA,NA,NA
"84SE",84,"SE","34",3232.45,15,NA,NA,NA
"84SE",84,"SE","34",3297.26,11,NA,NA,NA
"84SE",84,"SE","34",3370.69,23,NA,NA,NA
"84SE",84,"SE","34",3408.75,15,NA,NA,NA
"84SE",84,"SE","34",3439.15,14,NA,NA,NA
"84SE",84,"SE","34",3541.21,11,"2+",NA,NA
"84SE",84,"SE","34",3548.3,4,NA,NA,NA
"84SE",84,"SE","34",3872.04,15,NA,NA,NA
"84SE",84,"SE","34",3985.3,23,"2+",NA,NA
"84SE",84,"SE","34",4082.2,23,NA,NA,NA
"84SE",84,"SE","34",4116.24,17,NA,NA,NA
"84SE",84,"SE","34",4282.2,11,NA,NA,NA
"84SE",84,"SE","34",4445.21,23,"(4+)",NA,NA
"84SE",84,"SE","34",5161.2,19,NA,NA,NA
"84SE",84,"SE","34",5222.07,16,NA,NA,NA
"84SE",84,"SE","34",5596.31,20,"3-",NA,NA
"84SE",84,"SE","34",5637.5,4,NA,NA,NA
"84SE",84,"SE","34",5661.58,23,NA,NA,NA
"84SE",84,"SE","34",5869.38,24,NA,NA,NA
"84SE",84,"SE","34",5890,4,"(3-,1-)",NA,NA
"84SE",84,"SE","34",6020.1,19,NA,NA,NA
"84SE",84,"SE","34",6249.6,25,NA,NA,NA
"84SE",84,"SE","34",6400.3,4,"4+",NA,NA
"84SE",84,"SE","34",6541.4,4,NA,NA,NA
"84SE",84,"SE","34",6604.5,4,NA,NA,NA
"84BR",84,"BR","35",0,NA,"2-",NA,NA
"84BR",84,"BR","35",408.2,4,"1+","0.14 US",NA
"84KR",84,"KR","36",0,NA,"0+","STABLE",NA
"84KR",84,"KR","36",881.61,9,"2+",NA,NA
"84KR",84,"KR","36",1837.3,20,"0+",NA,NA
"84KR",84,"KR","36",1897.63,14,"2+",NA,NA
"84KR",84,"KR","36",2094.95,19,"4+",NA,NA
"84KR",84,"KR","36",2345.24,22,"4+",NA,NA
"84KR",84,"KR","36",2489.2,4,"(2+,3-)",NA,NA
"84KR",84,"KR","36",2623.01,25,"2+",NA,NA
"84KR",84,"KR","36",2699.93,17,"3-",NA,NA
"84KR",84,"KR","36",2759.1,3,"2+",NA,NA
"84KR",84,"KR","36",3082.01,20,"3",NA,NA
"84KR",84,"KR","36",3365.85,21,"(1,2+)",NA,NA
"84KR",84,"KR","36",3475.57,24,"(1-)",NA,NA
"84KR",84,"KR","36",3705.76,21,"1(-),2,3(-)",NA,NA
"84KR",84,"KR","36",3870.4,7,"1,2,3",NA,NA
"84KR",84,"KR","36",3878.7,4,"(2+,3)",NA,NA
"84KR",84,"KR","36",3927.3,23,"1-",NA,NA
"84KR",84,"KR","36",4084.3,5,"(1,2+)",NA,NA
"84KR",84,"KR","36",4116.8,5,"1-,2-",NA,NA
"84KR",84,"KR","36",4189.2,6,"(2+,3)",NA,NA
"84KR",84,"KR","36",2768.6,7,"5-",NA,NA
"84SR",84,"SR","38",0,NA,"0+","STABLE",NA
"85SE",85,"SE","34",0,NA,"(5/2)+","32.9 S",3
"85SE",85,"SE","34",461.9,3,"1/2+",NA,NA
"85SE",85,"SE","34",1115.01,10,"(7/2)+",NA,NA
"85SE",85,"SE","34",1436.69,17,"(9/2+)",NA,NA
"85SE",85,"SE","34",1444.42,20,"(3/2+,5/2+)",NA,NA
"85SE",85,"SE","34",1610.1,4,"(1/2,3/2,5/2+)",NA,NA
"85SE",85,"SE","34",1635.2,3,NA,NA,NA
"85SE",85,"SE","34",1804.8,3,NA,NA,NA
"85SE",85,"SE","34",1990.1,3,NA,NA,NA
"85SE",85,"SE","34",2003.4,4,"(1/2,3/2,5/2+)",NA,NA
"85SE",85,"SE","34",2137.8,8,NA,NA,NA
"85SE",85,"SE","34",2145.9,5,NA,NA,NA
"85SE",85,"SE","34",2451,5,NA,NA,NA
"85SE",85,"SE","34",3058.4,4,NA,NA,NA
"85SE",85,"SE","34",3954,5,NA,NA,NA
"85SE",85,"SE","34",4126,5,NA,NA,NA
"85SE",85,"SE","34",4219.1,4,NA,NA,NA
"85SE",85,"SE","34",4283,5,NA,NA,NA
"85SE",85,"SE","34",4291.3,4,NA,NA,NA
"85SE",85,"SE","34",4369,3,NA,NA,NA
"85SE",85,"SE","34",4498,5,NA,NA,NA
"85SE",85,"SE","34",4557.5,4,NA,NA,NA
"85SE",85,"SE","34",4560.4,4,NA,NA,NA
"85SE",85,"SE","34",4636.1,3,NA,NA,NA
"85SE",85,"SE","34",4654,6,NA,NA,NA
"85SE",85,"SE","34",4666.9,5,NA,NA,NA
"85SE",85,"SE","34",4709.23,25,NA,NA,NA
"85SE",85,"SE","34",4792.2,4,NA,NA,NA
"85SE",85,"SE","34",5164.81,21,NA,NA,NA
"85SE",85,"SE","34",NA,NA,NA,NA,NA
"85BR",85,"BR","35",0,NA,"3/2-","2.90 M",6
"85BR",85,"BR","35",345.19,23,"5/2-",NA,NA
"85BR",85,"BR","35",1427.2,3,"(7/2-)",NA,NA
"85BR",85,"BR","35",1553.3,3,"(1/2-:7/2-)",NA,NA
"85BR",85,"BR","35",1724.7,4,"(3/2-,5/2,7/2)",NA,NA
"85BR",85,"BR","35",1795.2,5,"1/2-",NA,NA
"85BR",85,"BR","35",1859.5,5,"(9/2+)",NA,NA
"85BR",85,"BR","35",1943.8,4,NA,NA,NA
"85BR",85,"BR","35",2800.5,4,"(5/2,7/2)",NA,NA
"85BR",85,"BR","35",3007.8,5,"(3/2,5/2,7/2-)",NA,NA
"85BR",85,"BR","35",3539.6,5,"(3/2,5/2,7/2-)",NA,NA
"85BR",85,"BR","35",3644.6,5,"(3/2,5/2,7/2)",NA,NA
"85BR",85,"BR","35",3680.4,11,"(3/2,5/2,7/2)",NA,NA
"85BR",85,"BR","35",3741.7,3,"(3/2)+",NA,NA
"85BR",85,"BR","35",3824.6,4,"(3/2,5/2-)",NA,NA
"85BR",85,"BR","35",3970.4,4,"(3/2,5/2,7/2)+",NA,NA
"85BR",85,"BR","35",4000.4,5,"(3/2,5/2,7/2)+",NA,NA
"85BR",85,"BR","35",4028.8,4,"(3/2)+",NA,NA
"85BR",85,"BR","35",4119,5,"(3/2,5/2,7/2)+",NA,NA
"85BR",85,"BR","35",4172.4,11,"(3/2,5/2,7/2)",NA,NA
"85BR",85,"BR","35",4299.4,5,"(3/2,5/2,7/2)+",NA,NA
"85BR",85,"BR","35",4510.9,6,"(3/2,5/2,7/2-)",NA,NA
"85KR",85,"KR","36",304.88,7,"1/2-","4.480 H",8
"85KR",85,"KR","36",1107.32,9,"1/2-,3/2-",NA,NA
"85KR",85,"KR","36",1140.74,8,"5/2+",NA,NA
"85KR",85,"KR","36",1223.99,10,"(5/2-)",NA,NA
"85KR",85,"KR","36",1342.62,8,"(3/2+)",NA,NA
"85KR",85,"KR","36",1416.58,10,"(5/2+)",NA,NA
"85KR",85,"KR","36",1938.83,11,"(1/2+,3/2,5/2)",NA,NA
"85KR",85,"KR","36",2031.96,8,"1/2-,3/2-,5/2-",NA,NA
"85KR",85,"KR","36",2137.35,9,"(3/2,5/2)-",NA,NA
"85RB",85,"RB","37",0,NA,"5/2-","STABLE",NA
"85RB",85,"RB","37",280.99,4,"1/2-",NA,NA
"85RB",85,"RB","37",513.999,5,"9/2+","1.015 US",1
"85RB",85,"RB","37",151.195,6,"3/2-","0.79 NS",8
"85RB",85,"RB","37",281.003,19,"1/2-",NA,NA
"85RB",85,"RB","37",731.88,7,"3/2-",NA,NA
"86SE",86,"SE","34",704.31,5,"2+",NA,NA
"86SE",86,"SE","34",1398.95,7,"(2+)",NA,NA
"86SE",86,"SE","34",1567.72,12,"4+",NA,NA
"86SE",86,"SE","34",2072.72,15,"(4+)",NA,NA
"86SE",86,"SE","34",2180.65,11,"(2,3,4+)",NA,NA
"86SE",86,"SE","34",2208.32,11,"(2+)",NA,NA
"86SE",86,"SE","34",2372.28,9,"(2,3,4+)",NA,NA
"86SE",86,"SE","34",4236.96,14,"(2,3,4+)",NA,NA
"86SE",86,"SE","34",4783.22,21,"(2,3,4+)",NA,NA
"86BR",86,"BR","35",0,NA,"(1-)",NA,NA
"86BR",86,"BR","35",5.1,3,"(2-)",NA,NA
"86BR",86,"BR","35",53.3,3,"(3-)",NA,NA
"86BR",86,"BR","35",207.39,24,"(1-,2-)",NA,NA
"86BR",86,"BR","35",298.2,4,"(0-:4-)",NA,NA
"86BR",86,"BR","35",435.65,25,"(1-,2)",NA,NA
"86BR",86,"BR","35",1047.2,3,"(1-,2)",NA,NA
"86BR",86,"BR","35",1170.4,4,"(1-,2-)",NA,NA
"86BR",86,"BR","35",2446.3,3,"1+",NA,NA
"86BR",86,"BR","35",2665.1,4,"1+",NA,NA
"86KR",86,"KR","36",0,NA,"0+",NA,NA
"86KR",86,"KR","36",1564.58,6,"2+",NA,NA
"86KR",86,"KR","36",2250,9,"4+",NA,NA
"86KR",86,"KR","36",2349.45,7,"2+",NA,NA
"86KR",86,"KR","36",2850.69,8,"(2,3)+",NA,NA
"86KR",86,"KR","36",2916.82,11,"(3-)",NA,NA
"86KR",86,"KR","36",2926.13,8,"(2)+",NA,NA
"86KR",86,"KR","36",3009.41,11,"(1,2+)",NA,NA
"86KR",86,"KR","36",3098.83,9,"3-",NA,NA
"86KR",86,"KR","36",4315.8,8,"(2-)",NA,NA
"86KR",86,"KR","36",5313.96,20,NA,NA,NA
"86KR",86,"KR","36",5406.1,23,"(1,2)",NA,NA
"86KR",86,"KR","36",5517.41,18,"1-",NA,NA
"86KR",86,"KR","36",6089.1,5,"(1,2)",NA,NA
"86KR",86,"KR","36",6160.5,4,"1-",NA,NA
"86KR",86,"KR","36",6211.8,3,"1",NA,NA
"86KR",86,"KR","36",6720.5,6,"(1,2)",NA,NA
"86KR",86,"KR","36",6768.29,22,"(1,2)",NA,NA
"86SR",86,"SR","38",0,NA,"0+",NA,NA
"86SR",86,"SR","38",1077,4,"2+",NA,NA
"87BR",87,"BR","35",0,NA,"(5/2-)","55.65 S",13
"87BR",87,"BR","35",242.51,23,"(1/2,3/2,5/2)",NA,NA
"87BR",87,"BR","35",334,3,NA,NA,NA
"87BR",87,"BR","35",573.17,24,"(1/2,3/2,5/2)",NA,NA
"87BR",87,"BR","35",710.51,21,"(1/2,3/2,5/2)",NA,NA
"87BR",87,"BR","35",1035.5,6,"(1/2,3/2,5/2)",NA,NA
"87BR",87,"BR","35",1878.14,21,"(1/2,3/2,5/2)",NA,NA
"87BR",87,"BR","35",3926.4,4,"(1/2,3/2,5/2)",NA,NA
"87BR",87,"BR","35",3987.1,6,"(1/2,3/2,5/2)",NA,NA
"87KR",87,"KR","36",0,NA,"5/2+",NA,NA
"87KR",87,"KR","36",531.99,4,"1/2+",NA,NA
"87KR",87,"KR","36",1419.67,3,"(7/2+)",NA,NA
"87KR",87,"KR","36",1476.11,5,"3/2+,5/2+",NA,NA
"87KR",87,"KR","36",1577.59,4,"9/2+",NA,NA
"87KR",87,"KR","36",1881.2,6,"3/2+,5/2+",NA,NA
"87KR",87,"KR","36",2005.42,4,"3/2+,5/2+",NA,NA
"87KR",87,"KR","36",2071.66,5,NA,NA,NA
"87KR",87,"KR","36",2086.7,6,"(1/2+)",NA,NA
"87KR",87,"KR","36",2105.37,9,"(11/2+)",NA,NA
"87KR",87,"KR","36",2122.53,6,"3/2+,5/2+",NA,NA
"87KR",87,"KR","36",2258.68,7,"11/2-",NA,NA
"87KR",87,"KR","36",2300.02,6,"(1/2+)",NA,NA
"87KR",87,"KR","36",2329.9,6,NA,NA,NA
"87KR",87,"KR","36",2369.48,7,NA,NA,NA
"87KR",87,"KR","36",2372.35,6,"(3/2+,5/2+)",NA,NA
"87KR",87,"KR","36",2451.91,5,NA,NA,NA
"87KR",87,"KR","36",2462.86,10,NA,NA,NA
"87KR",87,"KR","36",2498.59,5,NA,NA,NA
"87KR",87,"KR","36",2513.74,9,NA,NA,NA
"87KR",87,"KR","36",2518.69,8,"7/2+",NA,NA
"87KR",87,"KR","36",2547.1,3,NA,NA,NA
"87KR",87,"KR","36",2565.9,6,NA,NA,NA
"87KR",87,"KR","36",2605.78,16,NA,NA,NA
"87KR",87,"KR","36",2641.74,6,NA,NA,NA
"87KR",87,"KR","36",2715.24,10,NA,NA,NA
"87KR",87,"KR","36",2757.72,8,NA,NA,NA
"87KR",87,"KR","36",2787.33,11,"3/2+,5/2+",NA,NA
"87KR",87,"KR","36",2821.06,6,NA,NA,NA
"87KR",87,"KR","36",2832.1,6,NA,NA,NA
"87KR",87,"KR","36",2836.55,5,"(3/2,5/2)",NA,NA
"87KR",87,"KR","36",2863.26,10,NA,NA,NA
"87KR",87,"KR","36",3004,3,NA,NA,NA
"87KR",87,"KR","36",3020.81,16,NA,NA,NA
"87KR",87,"KR","36",3026.85,4,NA,NA,NA
"87KR",87,"KR","36",3080.78,15,NA,NA,NA
"87KR",87,"KR","36",3142.91,15,NA,NA,NA
"87KR",87,"KR","36",3171.86,16,NA,NA,NA
"87KR",87,"KR","36",3217.87,5,NA,NA,NA
"87KR",87,"KR","36",3225.97,10,NA,NA,NA
"87KR",87,"KR","36",3237.19,10,NA,NA,NA
"87KR",87,"KR","36",3256.64,6,NA,NA,NA
"87KR",87,"KR","36",3288.4,3,NA,NA,NA
"87KR",87,"KR","36",3297.13,21,NA,NA,NA
"87KR",87,"KR","36",3301.9,4,NA,NA,NA
"87KR",87,"KR","36",3361.9,7,NA,NA,NA
"87KR",87,"KR","36",3434.75,11,NA,NA,NA
"87KR",87,"KR","36",3444.9,3,NA,NA,NA
"87KR",87,"KR","36",3559.7,3,NA,NA,NA
"87KR",87,"KR","36",3599,15,NA,NA,NA
"87KR",87,"KR","36",3645.48,7,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",3657.3,10,NA,NA,NA
"87KR",87,"KR","36",3689.1,5,NA,NA,NA
"87KR",87,"KR","36",3777.4,6,NA,NA,NA
"87KR",87,"KR","36",3807.02,11,NA,NA,NA
"87KR",87,"KR","36",3809.41,15,NA,NA,NA
"87KR",87,"KR","36",3874.18,8,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",3909.8,7,NA,NA,NA
"87KR",87,"KR","36",3917.16,10,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",3923,6,NA,NA,NA
"87KR",87,"KR","36",4027.2,5,NA,NA,NA
"87KR",87,"KR","36",4136.3,4,NA,NA,NA
"87KR",87,"KR","36",4180.82,6,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4192.1,10,NA,NA,NA
"87KR",87,"KR","36",4197.91,11,NA,NA,NA
"87KR",87,"KR","36",4204.1,15,NA,NA,NA
"87KR",87,"KR","36",4223.4,3,NA,NA,NA
"87KR",87,"KR","36",4226.34,9,NA,NA,NA
"87KR",87,"KR","36",4265.1,6,NA,NA,NA
"87KR",87,"KR","36",4297.29,15,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4327.22,10,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4416.93,6,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4524.15,15,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4548.29,20,NA,NA,NA
"87KR",87,"KR","36",4572.49,15,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4595.52,6,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4620.9,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4644.58,13,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4655.2,3,NA,NA,NA
"87KR",87,"KR","36",4668.21,8,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4710.35,6,"5/2+,7/2",NA,NA
"87KR",87,"KR","36",4711.26,10,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4728.2,10,NA,NA,NA
"87KR",87,"KR","36",4734.55,19,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4752.71,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4784.46,14,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4807.9,4,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4824.9,4,"1/2,3/2,5/2",NA,NA
"87KR",87,"KR","36",4836.29,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4858.87,13,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",4872.05,15,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4889.4,5,NA,NA,NA
"87KR",87,"KR","36",4917.7,11,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4925.7,7,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4961.56,7,"3/2(-),5/2,7/2","50 NS",25
"87KR",87,"KR","36",4962.43,21,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",4976.1,9,NA,NA,NA
"87KR",87,"KR","36",5003.2,5,NA,NA,NA
"87KR",87,"KR","36",5021.7,3,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5033.9,6,NA,NA,NA
"87KR",87,"KR","36",5044.7,3,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5059.69,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5065.9,3,NA,NA,NA
"87KR",87,"KR","36",5076.19,17,"3/2(-),5/2,7/2",NA,NA
"87KR",87,"KR","36",5088.9,4,NA,NA,NA
"87KR",87,"KR","36",5103.55,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5120.39,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5136.08,20,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5155.1,6,NA,NA,NA
"87KR",87,"KR","36",5183.4,3,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5195.25,18,"3/2,5/2,7/2(-)",NA,NA
"87KR",87,"KR","36",5201.21,18,"3/2,5/2,7/2-",NA,NA
"87KR",87,"KR","36",5214.27,14,"3/2-,5/2-,7/2-",NA,NA
"87KR",87,"KR","36",5245.6,3,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5280.72,14,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5302.56,21,"3/2,5/2(+)",NA,NA
"87KR",87,"KR","36",5340.2,3,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5370.1,3,"3/2,5/2,7/2",NA,NA
"87KR",87,"KR","36",5383.1,3,"3/2,5/2,7/2",NA,NA
