"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"1H",1,"H","1",0,NA,"1/2+",NA,NA
"3HE",3,"HE","2",0,NA,"1/2+","STABLE",NA
"6LI",6,"LI","3",0,NA,"1+",NA,NA
"8LI",8,"LI","3",980,1,"1+","8.2 FS",23
"8LI",8,"LI","3",3080,NA,"1+","1 MEV",NA
"8LI",8,"LI","3",5150,NA,"1+","650 KEV",NA
"8LI",8,"LI","3",9670,NA,"1+","1 MEV",NA
"8BE",8,"BE","4",3030,10,"2+","1513 KEV",15
"9BE",9,"BE","4",0,NA,"3/2-","STABLE",NA
"9BE",9,"BE","4",2429.4,13,"5/2-","0.78 KEV",13
"9BE",9,"BE","4",2780,12,"1/2-","1.10 MEV",12
"9BE",9,"BE","4",7940,80,"(5/2-)","1 MEV",NA
"9BE",9,"BE","4",11282,22,"(7/2-)","575 KEV",50
"9BE",9,"BE","4",11810,20,"5/2-","400 KEV",30
"10B",10,"B","5",0,NA,"3+","STABLE",NA
"11BE",11,"BE","4",320.04,10,"1/2-","115 FS",10
"11BE",11,"BE","4",2654,10,"3/2-",NA,NA
"11BE",11,"BE","4",3400,6,"(3/2-)","122 KEV",8
"11BE",11,"BE","4",3889,1,"5/2-","8 KEV",NA
"11BE",11,"BE","4",3955,1,"3/2-","10 KEV",5
"11BE",11,"BE","4",5255,3,"5/2-","45 KEV",10
"11BE",11,"BE","4",7030,50,"(5/2-)","0.30 MEV",10
"11BE",11,"BE","4",8020,20,"3/2-","230 KEV",55
"11BE",11,"BE","4",8813,25,"3/2-","0.20 MEV",5
"11BE",11,"BE","4",10590,50,"5/2-","210 KEV",40
"11BE",11,"BE","4",16300,1,NA,"0.7 MEV",1
"11BE",11,"BE","4",18190,14,NA,"1.5 MEV",4
"11B",11,"B","5",0,NA,"3/2-",NA,NA
"11B",11,"B","5",2124.693,27,"1/2-",NA,NA
"11B",11,"B","5",4444.89,50,"5/2-",NA,NA
"11B",11,"B","5",5020.31,30,"3/2-",NA,NA
"11B",11,"B","5",6791.8,30,"1/2+",NA,NA
"11B",11,"B","5",7285.51,43,"5/2+",NA,NA
"11B",11,"B","5",7977.84,42,"3/2+",NA,NA
"11B",11,"B","5",9876,8,"3/2+",NA,NA
"12B",12,"B","5",0,NA,"1+","20.20 MS",2
"12C",12,"C","6",0,NA,"0+",NA,NA
"12C",12,"C","6",4438.91,31,"2+",NA,NA
"12C",12,"C","6",7654.3,21,"0+",NA,NA
"12C",12,"C","6",10300,3,"(0+)","3.0 MEV",7
"13C",13,"C","6",0,NA,"1/2-","STABLE",NA
"13C",13,"C","6",3089.443,20,"1/2+",NA,NA
"13C",13,"C","6",3684.507,19,"3/2-",NA,NA
"13C",13,"C","6",3853.807,19,"5/2+",NA,NA
"13C",13,"C","6",7547,3,"5/2-",NA,NA
"13C",13,"C","6",8860,20,"1/2-",NA,NA
"13C",13,"C","6",9897,5,"3/2-",NA,NA
"14B",14,"B","5",0,NA,"2-","12.5 MS",5
"14B",14,"B","5",740,40,"(1-)",NA,NA
"14B",14,"B","5",1280,20,"1+","49 KEV",2
"14C",14,"C","6",0,NA,"0+","5700 Y",30
"14C",14,"C","6",6093.8,2,"1-","7 FS",NA
"14C",14,"C","6",6728.2,13,"3-","66 PS",8
"14C",14,"C","6",7341,3,"2-","111 FS",42
"14N",14,"N","7",0,NA,"1+",NA,NA
"15N",15,"N","7",0,NA,"1/2-",NA,NA
"15N",15,"N","7",5298.822,14,"1/2+",NA,NA
"15N",15,"N","7",6323.78,2,"3/2-",NA,NA
"15N",15,"N","7",7300.83,2,"3/2+",NA,NA
"15N",15,"N","7",8312.62,3,"1/2+",NA,NA
"15N",15,"N","7",8571.4,12,"3/2+",NA,NA
"15N",15,"N","7",9049.71,7,"1/2+",NA,NA
"16N",16,"N","7",120.42,12,"0-",NA,NA
"16N",16,"N","7",298.22,8,"3-",NA,NA
"16N",16,"N","7",397.27,10,"1-",NA,NA
"16N",16,"N","7",3353,3,"(1+)",NA,NA
"16N",16,"N","7",4320,3,"1+",NA,NA
"16O",16,"O","8",0,NA,"0+",NA,NA
"16O",16,"O","8",6049.4,10,"0+",NA,NA
"16O",16,"O","8",6129.89,4,"3-",NA,NA
"16O",16,"O","8",7116.85,14,"1-",NA,NA
"16O",16,"O","8",8871.9,5,"2-",NA,NA
"16O",16,"O","8",9585,11,"1-",NA,NA
"16O",16,"O","8",9844.5,5,"2+",NA,NA
"17N",17,"N","7",1373.9,3,"3/2-",NA,NA
"17N",17,"N","7",1849.6,3,"1/2+",NA,NA
"17N",17,"N","7",1906.8,3,NA,NA,NA
"17N",17,"N","7",2526,5,NA,NA,NA
"17O",17,"O","8",0,NA,"5/2+",NA,NA
"17O",17,"O","8",870.73,10,"1/2+",NA,NA
"17O",17,"O","8",3055.36,16,"1/2-",NA,NA
"17O",17,"O","8",3842.8,4,"5/2-",NA,NA
"17O",17,"O","8",4553.8,16,"3/2-",NA,NA
"17O",17,"O","8",5084.8,9,"3/2+",NA,NA
"17O",17,"O","8",5379.2,14,"3/2-",NA,NA
"17O",17,"O","8",5732.8,5,"(5/2-)",NA,NA
"17O",17,"O","8",5869.1,6,"3/2+",NA,NA
"17O",17,"O","8",5939,4,"1/2-",NA,NA
"17O",17,"O","8",6356,8,"1/2+",NA,NA
"18N",18,"N","7",587.56,24,"(2-)",NA,NA
"18N",18,"N","7",1734.87,22,"(1,2)",NA,NA
"18N",18,"N","7",2614.47,23,"1+",NA,NA
"18O",18,"O","8",1982.05,90,"2+",NA,NA
"18O",18,"O","8",3554.13,80,"4+",NA,NA
"18O",18,"O","8",3633.7,11,NA,NA,NA
"18O",18,"O","8",3920.42,14,"2+",NA,NA
"18O",18,"O","8",4455.52,10,"1-",NA,NA
"18O",18,"O","8",5097.6,60,"3-",NA,NA
"18O",18,"O","8",5530.17,32,"2-",NA,NA
"18O",18,"O","8",6198.22,40,"1-",NA,NA
"18O",18,"O","8",6349.8,10,"(2-)",NA,NA
"18O",18,"O","8",6880.45,27,"0-",NA,NA
"18O",18,"O","8",7620,NA,"1-",NA,NA
"18O",18,"O","8",7771.07,50,"2-",NA,NA
"18O",18,"O","8",8040,NA,"1-",NA,NA
"18O",18,"O","8",9000,NA,"(1-)",NA,NA
"18O",18,"O","8",9090,30,"(0,1,2)-",NA,NA
"18O",18,"O","8",9270,20,"(0,1,2)-",NA,NA
"18O",18,"O","8",9470,20,"(0,1,2)-",NA,NA
"18O",18,"O","8",9690,20,"(0,1,2)-",NA,NA
"18O",18,"O","8",9910,20,"(0,1,2)-",NA,NA
"18O",18,"O","8",10240,30,"(0,1,2)-",NA,NA
"18O",18,"O","8",10650,30,"(0,1,2)-",NA,NA
"18O",18,"O","8",10990,30,"(0,1,2)-",NA,NA
"18O",18,"O","8",11490,30,"(0,1,2)-",NA,NA
"19O",19,"O","8",0,NA,"5/2+","26.88 S",5
"19O",19,"O","8",1472.2,6,"1/2+",NA,NA
"19O",19,"O","8",3235.7,11,"(1/2-,3/2-)",NA,NA
"19O",19,"O","8",3947.6,6,"3/2-",NA,NA
"19O",19,"O","8",4432.4,4,"(1/2-,3/2-)",NA,NA
"19O",19,"O","8",6403.1,12,"(1/2-,3/2-)",NA,NA
"19O",19,"O","8",7050.8,5,"(1/2-,3/2-)",NA,NA
"19O",19,"O","8",8740.8,14,"(1/2-,3/2-)",NA,NA
"19O",19,"O","8",10572,11,"(1/2-,3/2-)",NA,NA
"19F",19,"F","9",0,NA,"1/2+","STABLE",NA
"19F",19,"F","9",109.89,NA,"1/2-",NA,NA
"19F",19,"F","9",197.143,4,"5/2+",NA,NA
"19F",19,"F","9",1346,NA,"5/2-",NA,NA
"19F",19,"F","9",1459,NA,"3/2-",NA,NA
"19F",19,"F","9",1554.038,9,"3/2+",NA,NA
"19F",19,"F","9",2779.849,34,"9/2+",NA,NA
"19F",19,"F","9",3908.17,20,"3/2+",NA,NA
"19F",19,"F","9",3999,NA,"7/2-",NA,NA
"19F",19,"F","9",4033,NA,"9/2-",NA,NA
"19F",19,"F","9",4377.7,42,"7/2+",NA,NA
"19F",19,"F","9",4550,NA,"5/2+",NA,NA
"20O",20,"O","8",0,NA,"0+","13.51 S",5
"20O",20,"O","8",1673.6,1,"2+","7.28 PS",28
"20O",20,"O","8",3572,6,"4+",NA,NA
"20O",20,"O","8",4071.1,7,"2+",NA,NA
"20O",20,"O","8",4453.4,9,"0+",NA,NA
"20O",20,"O","8",5384.2,9,"0+",NA,NA
"20O",20,"O","8",6554.5,11,"(2+)",NA,NA
"20O",20,"O","8",7568.5,12,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",8860,4,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",9024,4,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",9884,4,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",10587,4,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",10841,6,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",12521,8,"(1-,2-,3-)",NA,NA
"20O",20,"O","8",12957,6,"(1-,2-,3-)",NA,NA
"20F",20,"F","9",1056.848,4,"1+","5.1 FS",11
"20F",20,"F","9",3488.41,3,"1+",NA,NA
"20NE",20,"NE","10",0,NA,"0+",NA,NA
"20NE",20,"NE","10",1633.674,15,"2+",NA,NA
"20NE",20,"NE","10",4966.51,20,"2-",NA,NA
"21O",21,"O","8",0,NA,"5/2+",NA,NA
"21O",21,"O","8",1222,3,"1/2+",NA,NA
"21O",21,"O","8",6140,8,"(1/2-,3/2-)",NA,NA
"21O",21,"O","8",6800,10,"(1/2-,3/2-)",NA,NA
"21O",21,"O","8",6910,7,"(1/2-,3/2-)",NA,NA
"21O",21,"O","8",9020,12,"(1/2-,3/2-)",NA,NA
"21O",21,"O","8",9040,22,"(1/2-,3/2-)",NA,NA
"21F",21,"F","9",1730.4,6,"3/2+",NA,NA
"21F",21,"F","9",1754.83,8,NA,NA,NA
"21F",21,"F","9",3459.64,9,"(3/2,5/2)+",NA,NA
"21F",21,"F","9",3517.67,7,"(3/2,5/2)+",NA,NA
"21F",21,"F","9",3638.95,12,NA,NA,NA
"21F",21,"F","9",4572.38,25,"(1/2 TO 7/2)+",NA,NA
"21F",21,"F","9",4584,3,"(1/2,3/2)+",NA,NA
"21NE",21,"NE","10",0,NA,"3/2+","STABLE",NA
"21NE",21,"NE","10",350.727,8,"5/2+",NA,NA
"21NE",21,"NE","10",1745.91,19,"7/2+",NA,NA
"21NE",21,"NE","10",3735.59,14,"5/2+",NA,NA
"21NE",21,"NE","10",3884.96,21,"5/2-",NA,NA
"21NE",21,"NE","10",4525.84,24,"5/2+",NA,NA
"21NE",21,"NE","10",4684.56,15,"3/2+",NA,NA
"22O",22,"O","8",0,NA,"0+",NA,NA
"22O",22,"O","8",3198,8,"2+",NA,NA
"22O",22,"O","8",4584,9,"(3+)",NA,NA
"22O",22,"O","8",6511,10,"(2+)",NA,NA
"22O",22,"O","8",7649,NA,"(0-,1-,2-)",NA,NA
"22O",22,"O","8",8783,NA,"(0-,1-,2-)",NA,NA
"22O",22,"O","8",10554,NA,"(0-,1-,2-)",NA,NA
"22O",22,"O","8",13298,NA,"(0-,1-,2-)",NA,NA
"22F",22,"F","9",1627,4,"1+",NA,NA
"22F",22,"F","9",2571.5,4,"1+",NA,NA
"22NE",22,"NE","10",1274.577,7,"2+",NA,NA
"22NE",22,"NE","10",3357.2,5,"4+",NA,NA
"22NE",22,"NE","10",5523.3,6,"(4)+",NA,NA
"22NE",22,"NE","10",5641.2,7,"3+",NA,NA
"22NE",22,"NE","10",6345.1,10,"4+",NA,NA
"22NE",22,"NE","10",7341.1,11,"(4)+",NA,NA
"22NE",22,"NE","10",7423.4,9,"(5+)",NA,NA
"23NE",23,"NE","10",0,NA,"5/2+","37.24 S",12
"23NE",23,"NE","10",1016.9,4,"1/2+",NA,NA
"23NE",23,"NE","10",1701.7,6,"(5/2,7/2+)",NA,NA
"23NE",23,"NE","10",1822.29,21,"3/2+",NA,NA
"23NE",23,"NE","10",2314.8,5,"5/2+",NA,NA
"23NE",23,"NE","10",2516.8,7,"(5/2,7/2)",NA,NA
"23NE",23,"NE","10",3431.8,3,"3/2+",NA,NA
"23NE",23,"NE","10",3830.7,4,"3/2+",NA,NA
"23NE",23,"NE","10",4436.1,7,"(3/2,5/2,7/2)+",NA,NA
"24F",24,"F","9",1831.3,5,"1+",NA,NA
"24MG",24,"MG","12",1368.672,5,"2+",NA,NA
"24MG",24,"MG","12",4122.889,12,"4+",NA,NA
"24MG",24,"MG","12",5235.12,4,"3+",NA,NA
"24MG",24,"MG","12",0,NA,"0+","STABLE",NA
"25NE",25,"NE","10",1702.8,7,"(5/2,3/2)+",NA,NA
"25NE",25,"NE","10",2090,5,"(3/2,5/2)+",NA,NA
"25NE",25,"NE","10",3316.4,11,NA,NA,NA
"25NE",25,"NE","10",3324,5,"(3/2,5/2,7/2)+",NA,NA
"25NE",25,"NE","10",3891.2,12,"(3/2,5/2,7/2)+",NA,NA
"25MG",25,"MG","12",0,NA,"5/2+","STABLE",NA
"25MG",25,"MG","12",974.749,24,"3/2+",NA,NA
"25MG",25,"MG","12",1611.772,11,"7/2+",NA,NA
"25MG",25,"MG","12",1964.62,24,"5/2+",NA,NA
"25MG",25,"MG","12",2801.46,3,"3/2+",NA,NA
"26NE",26,"NE","10",0,NA,"0+","197 MS",1
"26NE",26,"NE","10",2018,3,"2+",NA,NA
"26NE",26,"NE","10",3690.8,4,"(2+)",NA,NA
"26NE",26,"NE","10",3815.2,5,"(0+)",NA,NA
"26NE",26,"NE","10",NA,NA,NA,NA,NA
"26NE",26,"NE","10",0,NA,"0+","197 MS",1
"26NE",26,"NE","10",2018,3,"2+",NA,NA
"26NE",26,"NE","10",3690.8,4,"(2+)",NA,NA
"26NE",26,"NE","10",3815.2,5,"(0+)",NA,NA
"26NE",26,"NE","10",NA,NA,NA,NA,NA
"26NE",26,"NE","10",3517,5,"(3+,4+)",NA,NA
"26NE",26,"NE","10",5360.5,10,"(3+,4+)",NA,NA
"26NE",26,"NE","10",NA,NA,NA,NA,NA
"26MG",26,"MG","12",1808.81,16,"2+",NA,NA
"26MG",26,"MG","12",2938.26,17,"2+",NA,NA
"26MG",26,"MG","12",3941.48,17,"3+",NA,NA
"26MG",26,"MG","12",4319.17,19,"4+",NA,NA
"26MG",26,"MG","12",4332.02,17,"2+",NA,NA
"26MG",26,"MG","12",4350.02,17,"3+",NA,NA
"26MG",26,"MG","12",4834.92,17,"2+",NA,NA
"26MG",26,"MG","12",4901.16,18,"4+",NA,NA
"26MG",26,"MG","12",5291.65,17,"2+",NA,NA
"26MG",26,"MG","12",5475.59,19,"4+",NA,NA
"26MG",26,"MG","12",5715.93,18,"4+",NA,NA
"26MG",26,"MG","12",6125,17,"3+",NA,NA
"26MG",26,"MG","12",6622.77,21,"4+",NA,NA
"26MG",26,"MG","12",6744.9,23,"2+",NA,NA
"26MG",26,"MG","12",7099.1,6,"2+",NA,NA
"26MG",26,"MG","12",7246.15,21,"3+",NA,NA
"26MG",26,"MG","12",7371.27,24,"2+",NA,NA
"26MG",26,"MG","12",7726,5,"3+",NA,NA
"26MG",26,"MG","12",7773.7,6,"4+",NA,NA
"26MG",26,"MG","12",7817.4,7,"(2,3)+",NA,NA
"27MG",27,"MG","12",984.69,8,"3/2+",NA,NA
"27MG",27,"MG","12",1698.06,10,"5/2+",NA,NA
"27MG",27,"MG","12",1940.06,9,"5/2+",NA,NA
"27MG",27,"MG","12",3109.5,3,"(7/2+)",NA,NA
"27MG",27,"MG","12",3427.1,4,"(5/2+,7/2+)",NA,NA
"27MG",27,"MG","12",3490.9,4,"3/2+,5/2+",NA,NA
"27MG",27,"MG","12",4150,5,"(3/2+,5/2+)",NA,NA
"27MG",27,"MG","12",4553,6,"(3/2+,5/2+)",NA,NA
"27MG",27,"MG","12",4776.3,7,"(3/2,5/2,7/2)+",NA,NA
"27MG",27,"MG","12",4992.6,9,"(5/2+)",NA,NA
"27AL",27,"AL","13",843.76,9,"1/2+",NA,NA
"27AL",27,"AL","13",1014.56,9,"3/2+",NA,NA
"28MG",28,"MG","12",0,NA,"0+","20.915 H",9
"28MG",28,"MG","12",1473.55,10,"2+",NA,NA
"28MG",28,"MG","12",3862.15,15,"0+",NA,NA
"28MG",28,"MG","12",4554.6,5,"2+",NA,NA
"28MG",28,"MG","12",4561,5,"1+",NA,NA
"28MG",28,"MG","12",4878.7,13,"2+",NA,NA
"28MG",28,"MG","12",5171.5,5,"3-",NA,NA
"28MG",28,"MG","12",5270.1,4,"1+",NA,NA
"28MG",28,"MG","12",5470.2,5,"2",NA,NA
"28MG",28,"MG","12",5916.9,11,"(0,1,2)+",NA,NA
"28MG",28,"MG","12",6545,5,"(2+)",NA,NA
"28MG",28,"MG","12",7200.9,7,"(0,1,2)+",NA,NA
"28MG",28,"MG","12",7461.8,5,"(2+)",NA,NA
"28AL",28,"AL","13",972.24,20,"0+",NA,NA
"28AL",28,"AL","13",1372.85,14,"1+",NA,NA
"28AL",28,"AL","13",1620.1,3,"1+",NA,NA
"28SI",28,"SI","14",1778.987,15,"2+",NA,NA
"29MG",29,"MG","12",0,NA,"3/2+",NA,NA
"29MG",29,"MG","12",1094.53,21,NA,NA,NA
"29MG",29,"MG","12",1638.05,19,NA,NA,NA
"29MG",29,"MG","12",2499.9,10,NA,NA,NA
"29MG",29,"MG","12",2614.9,4,NA,NA,NA
"29MG",29,"MG","12",3223.7,24,NA,NA,NA
"29MG",29,"MG","12",3674.1,15,NA,NA,NA
"29MG",29,"MG","12",3985.7,15,NA,NA,NA
"29AL",29,"AL","13",0,NA,"5/2+",NA,NA
"29AL",29,"AL","13",1398.05,18,"1/2+",NA,NA
"29AL",29,"AL","13",1754.27,18,"7/2+",NA,NA
"29AL",29,"AL","13",2224.1,3,"3/2+",NA,NA
"29AL",29,"AL","13",2865.6,4,"3/2+",NA,NA
"29AL",29,"AL","13",3061.7,4,"(5/2)+",NA,NA
"29AL",29,"AL","13",3184.54,20,"5/2+",NA,NA
"29AL",29,"AL","13",3433,7,"1/2+",NA,NA
"29AL",29,"AL","13",3577.6,5,"(9/2)+",NA,NA
"29AL",29,"AL","13",3641.5,7,"(5/2)+",NA,NA
"29AL",29,"AL","13",3671.7,8,"(3/2,5/2)+",NA,NA
"29AL",29,"AL","13",3935.2,7,"(3/2,7/2)+",NA,NA
"29AL",29,"AL","13",4057,7,"(1/2,3/2)+",NA,NA
"29AL",29,"AL","13",4219.6,6,"5/2+",NA,NA
"29AL",29,"AL","13",4403.1,7,"(7/2)+",NA,NA
"29SI",29,"SI","14",1273.391,9,"3/2+",NA,NA
"29SI",29,"SI","14",2028.17,4,"5/2+",NA,NA
"29SI",29,"SI","14",2425.99,3,"3/2+",NA,NA
"29SI",29,"SI","14",3067.28,8,"5/2+",NA,NA
"30MG",30,"MG","12",1482.53,24,"2+",NA,NA
"30MG",30,"MG","12",2467.8,4,"(2+)",NA,NA
"30MG",30,"MG","12",3303.9,5,NA,NA,NA
"30MG",30,"MG","12",3461.4,4,"(1 TO 3)+",NA,NA
"30MG",30,"MG","12",3541.5,4,"(1,2)+",NA,NA
"30MG",30,"MG","12",4414.9,8,"(1,2)+",NA,NA
"30MG",30,"MG","12",4967.2,4,"(1,2)+",NA,NA
"30MG",30,"MG","12",5021.5,5,"(1,2)+",NA,NA
"30MG",30,"MG","12",5093.7,4,"(1,2)+",NA,NA
"30MG",30,"MG","12",5412.9,5,"(1,2)+",NA,NA
"30AL",30,"AL","13",688,5,"1+",NA,NA
"30AL",30,"AL","13",2413.5,12,"1+",NA,NA
"30SI",30,"SI","14",2235.326,19,"2+",NA,NA
"30SI",30,"SI","14",3498.5,3,"2+",NA,NA
"30SI",30,"SI","14",4810.31,13,"2+",NA,NA
"30SI",30,"SI","14",4830.84,5,"3+",NA,NA
"30SI",30,"SI","14",5231.56,10,"3+",NA,NA
"30SI",30,"SI","14",5614.02,14,"2+",NA,NA
"30SI",30,"SI","14",5951.6,10,"4+",NA,NA
"31MG",31,"MG","12",0,NA,"1/2(+)",NA,NA
"31MG",31,"MG","12",50.5,4,"(3/2+)","16 NS",3
"31MG",31,"MG","12",221.3,4,"(3/2-)","133 PS",8
"31MG",31,"MG","12",673.4,7,"(3/2+)",NA,NA
"31MG",31,"MG","12",945.1,8,"(5/2+)",NA,NA
"31MG",31,"MG","12",1029.2,6,"(1/2:7/2-)",NA,NA
"31MG",31,"MG","12",2243.6,5,"(1/2+,3/2+,5/2+)",NA,NA
"31MG",31,"MG","12",3759.9,10,"(1/2+,3/2+,5/2+)",NA,NA
"31MG",31,"MG","12",3814.7,13,"(1/2+,3/2+,5/2+)",NA,NA
"31AL",31,"AL","13",946.7,3,"1/2,3/2",NA,NA
"31AL",31,"AL","13",1612.97,24,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",3239.2,5,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",3433.4,4,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",3623.1,5,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",4143.2,4,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",4563.3,5,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",4640.4,11,"(1/2,3/2)",NA,NA
"31AL",31,"AL","13",4809.2,12,NA,NA,NA
"31AL",31,"AL","13",5046.5,15,"1/2(+),3/2(+)",NA,NA
"31AL",31,"AL","13",5149.5,9,"1/2(+),3/2(+)",NA,NA
"31P",31,"P","15",0,NA,"1/2+",NA,NA
"31P",31,"P","15",1266.2,14,"3/2+",NA,NA
"32MG",32,"MG","12",885.2,4,"2+","16 PS",4
"32MG",32,"MG","12",2320.9,6,"4+",NA,NA
"32MG",32,"MG","12",2550.9,4,"(1,2+)",NA,NA
"32MG",32,"MG","12",2858.5,6,"(1-,3-)",NA,NA
"32MG",32,"MG","12",3036.9,5,"(2-,3-)",NA,NA
"32MG",32,"MG","12",3552.3,7,NA,NA,NA
"32MG",32,"MG","12",4784,8,NA,NA,NA
"32MG",32,"MG","12",4819.7,5,"(2-,3-)",NA,NA
"32AL",32,"AL","13",0,NA,"1+",NA,NA
"32AL",32,"AL","13",2765.3,8,"1+",NA,NA
"32AL",32,"AL","13",3202.2,9,"1+",NA,NA
"32SI",32,"SI","14",0,NA,"0+",NA,NA
"32SI",32,"SI","14",1941.4,3,"2+",NA,NA
"32SI",32,"SI","14",4230.8,8,"2+",NA,NA
"32SI",32,"SI","14",4983.9,11,"0+",NA,NA
"32SI",32,"SI","14",5785.7,16,"(0,1,2)+",NA,NA
"32P",32,"P","15",0,NA,"1+",NA,NA
"32S",32,"S","16",0,NA,"0+",NA,NA
"33MG",33,"MG","12",0,NA,"3/2-",NA,NA
"33MG",33,"MG","12",484.1,1,"(3/2-)",NA,NA
"33MG",33,"MG","12",546.2,1,NA,NA,NA
"33MG",33,"MG","12",705,1,"(1/2+,3/2+,5/2+)",NA,NA
"33MG",33,"MG","12",1242.4,1,"(1/2+,3/2,5/2)",NA,NA
"33AL",33,"AL","13",0,NA,"(5/2)+",NA,NA
"33AL",33,"AL","13",1838.2,8,"(3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",2365.1,10,"(3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",3264.5,9,NA,NA,NA
"33AL",33,"AL","13",3714.2,8,"(3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",4310.3,9,"(1/2-,3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",4730.4,8,"(3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",5930,NA,"(1/2-,3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",5980,NA,"(1/2-,3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",6820,NA,"(1/2-,3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",7250,NA,"(1/2-,3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",7470,NA,"(1/2-,3/2-,5/2-)",NA,NA
"33AL",33,"AL","13",8870,NA,"(1/2-,3/2-,5/2-)",NA,NA
"33SI",33,"SI","14",0,NA,"3/2+",NA,NA
"33SI",33,"SI","14",4341,11,"3/2+,5/2+",NA,NA
"33P",33,"P","15",0,NA,"1/2+",NA,NA
"33P",33,"P","15",1431.4,3,"3/2+",NA,NA
"33P",33,"P","15",1847.5,15,"5/2+",NA,NA
"33P",33,"P","15",2537.6,5,"3/2+",NA,NA
"33P",33,"P","15",3275.3,10,"3/2+",NA,NA
"33P",33,"P","15",3490.4,10,"5/2+",NA,NA
"33P",33,"P","15",3627.3,10,"7/2+",NA,NA
"33P",33,"P","15",4047.8,10,"5/2+",NA,NA
"33P",33,"P","15",4193.7,25,"5/2+",NA,NA
"33P",33,"P","15",4224.7,10,"7/2-",NA,NA
"33P",33,"P","15",4856.1,12,"(3/2,5/2)",NA,NA
"33P",33,"P","15",5048,3,"5/2+",NA,NA
"33P",33,"P","15",5190,2,"(3/2+,5/2)",NA,NA
"33S",33,"S","16",0,NA,"3/2+","STABLE",NA
"34SI",34,"SI","14",3326.8,15,"2+",NA,NA
"34SI",34,"SI","14",4255.8,15,"(3-)","210 NS",NA
"34SI",34,"SI","14",4379.8,15,"(3-)",NA,NA
"34SI",34,"SI","14",4520.2,15,NA,NA,NA
"34SI",34,"SI","14",4970.7,15,"(3-,4-,5-)",NA,NA
"34SI",34,"SI","14",5042.3,17,NA,NA,NA
"34SI",34,"SI","14",6023.3,19,NA,NA,NA
"34P",34,"P","15",0,NA,"1+",NA,NA
"34P",34,"P","15",429.07,13,"2+",NA,NA
"34P",34,"P","15",1607.61,21,"1+",NA,NA
"34S",34,"S","16",0,NA,"0+","STABLE",NA
"34S",34,"S","16",2127.564,13,"2+",NA,NA
"34S",34,"S","16",3916.408,21,"0+",NA,NA
"34S",34,"S","16",4074.667,14,"1+",NA,NA
"34S",34,"S","16",4114.813,23,"2+",NA,NA
"35SI",35,"SI","14",0,NA,"(7/2)-",NA,NA
"35SI",35,"SI","14",909.95,23,"(3/2)-",NA,NA
"35SI",35,"SI","14",973.88,18,"(3/2+)","5.9 NS",6
"35SI",35,"SI","14",2168.2,4,"5/2+",NA,NA
"35SI",35,"SI","14",3140,NA,NA,NA,NA
"35SI",35,"SI","14",3450,NA,NA,NA,NA
"35SI",35,"SI","14",3770,NA,NA,NA,NA
"35SI",35,"SI","14",5190,NA,NA,NA,NA
"35SI",35,"SI","14",5760,NA,NA,NA,NA
"35SI",35,"SI","14",6330,NA,NA,NA,NA
"35SI",35,"SI","14",7360,NA,NA,NA,NA
"35SI",35,"SI","14",7690,NA,NA,NA,NA
"35P",35,"P","15",3859.8,6,"5/2+",NA,NA
"35P",35,"P","15",4101.1,6,"(7/2-)",NA,NA
"35P",35,"P","15",4381.3,8,NA,NA,NA
"35P",35,"P","15",4493.4,6,"(7/2-)",NA,NA
"35P",35,"P","15",4869.4,9,NA,NA,NA
"35P",35,"P","15",5560.7,7,NA,NA,NA
"35S",35,"S","16",0,NA,"3/2+",NA,NA
"35S",35,"S","16",1572.29,3,"1/2+",NA,NA
"35S",35,"S","16",1994,NA,"7/2-",NA,NA
"35S",35,"S","16",2350,NA,"3/2-",NA,NA
"35S",35,"S","16",2721,NA,"5/2+",NA,NA
"35S",35,"S","16",2938.4,4,"3/2+",NA,NA
"35S",35,"S","16",3421,NA,"5/2+",NA,NA
"35S",35,"S","16",3558,NA,"(3/2-,5/2+)",NA,NA
"35S",35,"S","16",3597,NA,"(1/2:7/2)+",NA,NA
"35S",35,"S","16",3675,NA,"(1/2-,3/2-)",NA,NA
"35S",35,"S","16",3802,NA,"3/2-",NA,NA
