"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"104PD",104,"PD","46",3213.5,4,"1+,2+,3+",NA,NA
"104PD",104,"PD","46",3285.4,6,"1+,2+,3+",NA,NA
"104PD",104,"PD","46",3333.8,4,"(3-,4-)",NA,NA
"104PD",104,"PD","46",3408,4,"1+,2+,3+",NA,NA
"104PD",104,"PD","46",3474.4,5,"1,2,3",NA,NA
"104PD",104,"PD","46",4009.2,5,"1+,2+,3+",NA,NA
"104PD",104,"PD","46",4029.7,5,"1+,2+,3+",NA,NA
"104AG",104,"AG","47",90.6,4,"1+",NA,NA
"104AG",104,"AG","47",157.4,4,"(2)+",NA,NA
"104AG",104,"AG","47",716.5,5,"1+",NA,NA
"104CD",104,"CD","48",2844.3,5,"(5,6,7)",NA,NA
"104CD",104,"CD","48",3194.4,5,NA,NA,NA
"104CD",104,"CD","48",3616.6,5,"(5+,6+,7+)",NA,NA
"104CD",104,"CD","48",3949,6,"(5+,6+,7+)",NA,NA
"104CD",104,"CD","48",4400,6,"(5+,6+,7+)",NA,NA
"104CD",104,"CD","48",4800,NA,"(5+,6+,7+)",NA,NA
"104CD",104,"CD","48",5200,NA,"(5+,6+,7+)",NA,NA
"104CD",104,"CD","48",5600,NA,"(5+,6+,7+)",NA,NA
"104IN",104,"IN","49",1138.8,2,"1+",NA,NA
"104IN",104,"IN","49",1382.4,5,"1+",NA,NA
"104IN",104,"IN","49",1441.5,3,"1+",NA,NA
"104IN",104,"IN","49",1633.5,4,"1+",NA,NA
"104IN",104,"IN","49",2072,NA,"(1+)",NA,NA
"105PD",105,"PD","46",0,NA,"5/2+","STABLE",NA
"105PD",105,"PD","46",280.508,25,"3/2+","67 PS",14
"105PD",105,"PD","46",306.26,5,"7/2+",NA,NA
"105PD",105,"PD","46",319.22,3,"5/2+",NA,NA
"105PD",105,"PD","46",344.515,23,"1/2+","0.88 NS",5
"105PD",105,"PD","46",560.75,3,"5/2+",NA,NA
"105PD",105,"PD","46",644.52,4,"7/2-","126 PS",2
"105PD",105,"PD","46",650.7,4,"3/2+",NA,NA
"105PD",105,"PD","46",673.18,3,"1/2+",NA,NA
"105PD",105,"PD","46",727.21,5,"5/2+",NA,NA
"105PD",105,"PD","46",921.12,10,NA,NA,NA
"105PD",105,"PD","46",929.01,8,"5/2+",NA,NA
"105PD",105,"PD","46",962.39,4,"(3/2)+",NA,NA
"105PD",105,"PD","46",1087.93,4,"3/2-",NA,NA
"105PD",105,"PD","46",1125.34,11,NA,NA,NA
"105PD",105,"PD","46",1140.82,14,"(1/2+)",NA,NA
"105PD",105,"PD","46",1227.46,20,NA,NA,NA
"105PD",105,"PD","46",0,NA,"5/2+","STABLE",NA
"105PD",105,"PD","46",280.5,4,"3/2+",NA,NA
"105PD",105,"PD","46",306.25,7,"7/2+",NA,NA
"105PD",105,"PD","46",319.21,4,"5/2+",NA,NA
"105PD",105,"PD","46",442.23,10,"(7/2)+",NA,NA
"105PD",105,"PD","46",560.72,6,"5/2+",NA,NA
"105PD",105,"PD","46",781.3,3,"9/2+",NA,NA
"105PD",105,"PD","46",929.39,14,"5/2+",NA,NA
"105PD",105,"PD","46",1072.1,5,"(5/2,7/2,9/2+)",NA,NA
"105PD",105,"PD","46",1098.38,20,"(5/2,7/2,9/2)+",NA,NA
"105PD",105,"PD","46",1140.5,NA,NA,NA,NA
"105AG",105,"AG","47",25.454,16,"7/2+","7.23 M",16
"105AG",105,"AG","47",877.82,5,"3/2-",NA,NA
"105AG",105,"AG","47",987.27,18,"(5/2)+",NA,NA
"105AG",105,"AG","47",1023.67,5,"7/2-",NA,NA
"105AG",105,"AG","47",1042.66,5,"3/2-,5/2-",NA,NA
"105AG",105,"AG","47",1166.29,9,"7/2-,9/2-",NA,NA
"105AG",105,"AG","47",1243.41,7,NA,NA,NA
"105AG",105,"AG","47",1327.91,19,"(5/2+)",NA,NA
"105AG",105,"AG","47",1386.27,3,"3/2+,5/2+",NA,NA
"105AG",105,"AG","47",1416.11,10,NA,NA,NA
"105AG",105,"AG","47",1441.57,3,"3/2+,5/2+",NA,NA
"105AG",105,"AG","47",1543.2,3,"3/2-,5/2-",NA,NA
"105AG",105,"AG","47",1557.895,21,"3/2+",NA,NA
"105AG",105,"AG","47",1635.735,21,"5/2+",NA,NA
"105AG",105,"AG","47",1635.737,21,"3/2+",NA,NA
"105AG",105,"AG","47",1656.2,4,"3/2,5/2,7/2",NA,NA
"105AG",105,"AG","47",1669.53,3,"(3/2+,5/2)",NA,NA
"105AG",105,"AG","47",1690.78,4,"(3/2+,5/2)",NA,NA
"105AG",105,"AG","47",1718.8,3,NA,NA,NA
"105AG",105,"AG","47",1750.14,3,"3/2+,5/2+",NA,NA
"105AG",105,"AG","47",1884.8,2,NA,NA,NA
"105AG",105,"AG","47",1885.71,15,NA,NA,NA
"105AG",105,"AG","47",1922.96,3,"(7/2)+",NA,NA
"105AG",105,"AG","47",1986.33,4,"5/2+",NA,NA
"105AG",105,"AG","47",2081.62,6,"5/2+,7/2+",NA,NA
"105AG",105,"AG","47",2144.4,4,"3/2-,5/2-",NA,NA
"105AG",105,"AG","47",2156.42,5,"3/2+",NA,NA
"105AG",105,"AG","47",2249.57,4,"3/2+",NA,NA
"105AG",105,"AG","47",2256.49,6,"5/2+",NA,NA
"105AG",105,"AG","47",2275.99,20,"5/2+",NA,NA
"105AG",105,"AG","47",2300.37,7,"3/2+,5/2+",NA,NA
"105AG",105,"AG","47",2308.32,5,"3/2+",NA,NA
"105AG",105,"AG","47",2314.8,5,"5/2+",NA,NA
"105AG",105,"AG","47",2326.02,3,"5/2+",NA,NA
"105AG",105,"AG","47",2327.79,7,"3/2+,5/2+,7/2+",NA,NA
"105AG",105,"AG","47",2333.35,3,"3/2+",NA,NA
"105AG",105,"AG","47",2371.78,17,"5/2+,7/2+",NA,NA
"105AG",105,"AG","47",2400.61,7,"3/2+",NA,NA
"105AG",105,"AG","47",2419.27,8,"5/2+,7/2+",NA,NA
"105AG",105,"AG","47",2423.08,9,"3/2+",NA,NA
"105AG",105,"AG","47",2429.1,8,"3/2+",NA,NA
"105AG",105,"AG","47",2447.18,10,"5/2+,7/2+",NA,NA
"105AG",105,"AG","47",2472.96,6,"3/2+,5/2+,7/2+",NA,NA
"105AG",105,"AG","47",2494.8,3,NA,NA,NA
"105AG",105,"AG","47",2550.68,9,"3/2+,5/2+",NA,NA
"105AG",105,"AG","47",2584.24,16,"3/2+,5/2+",NA,NA
"105CD",105,"CD","48",131.19,7,"7/2+","1.75 NS",11
"105CD",105,"CD","48",260.38,6,"(7/2)+",NA,NA
"105CD",105,"CD","48",604.41,8,"(7/2)+",NA,NA
"105CD",105,"CD","48",771.01,9,"(7/2,9/2)+",NA,NA
"105CD",105,"CD","48",799.8,13,"11/2+",NA,NA
"105CD",105,"CD","48",832.52,9,"(9/2)+",NA,NA
"105CD",105,"CD","48",1114.81,10,NA,NA,NA
"105CD",105,"CD","48",1139.6,12,NA,NA,NA
"105CD",105,"CD","48",1163.31,12,NA,NA,NA
"105CD",105,"CD","48",1182.46,14,NA,NA,NA
"105CD",105,"CD","48",1386.68,9,"(7/2+,9/2+)",NA,NA
"105CD",105,"CD","48",1439.72,11,"(7/2,9/2,11/2+)",NA,NA
"105CD",105,"CD","48",1495.2,12,"(7/2,9/2+)",NA,NA
"105CD",105,"CD","48",1579.23,12,NA,NA,NA
"105CD",105,"CD","48",1608.8,11,"(7/2,9/2+)",NA,NA
"105CD",105,"CD","48",1625.52,16,"(7/2+,9/2,11/2+)",NA,NA
"105CD",105,"CD","48",1729.01,19,NA,NA,NA
"105CD",105,"CD","48",1822.79,13,"(7/2,9/2,11/2+)",NA,NA
"105CD",105,"CD","48",2060.01,23,NA,NA,NA
"105CD",105,"CD","48",2142.81,13,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",2193.7,17,"(7/2+,9/2+)",NA,NA
"105CD",105,"CD","48",2277.8,14,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",2308.02,23,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",2365.45,15,"(7/2+,9/2+)",NA,NA
"105CD",105,"CD","48",2371.9,17,"(7/2+,9/2+)",NA,NA
"105CD",105,"CD","48",2420.14,19,"(7/2+,9/2+)",NA,NA
"105CD",105,"CD","48",2552.47,24,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",2677.32,11,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",2853.56,21,"(7/2+,9/2+)",NA,NA
"105CD",105,"CD","48",3165.28,19,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",3203.05,19,"(7/2+,9/2+,11/2+)",NA,NA
"105CD",105,"CD","48",3337.7,4,"(7/2+,9/2+,11/2+)",NA,NA
"105IN",105,"IN","49",674.08,25,"(1/2-)","48 S",6
"105IN",105,"IN","49",991.8,3,"(11/2)+",NA,NA
"105IN",105,"IN","49",1281.72,24,NA,NA,NA
"105IN",105,"IN","49",1415.9,3,NA,NA,NA
"105IN",105,"IN","49",1417,3,NA,NA,NA
"105IN",105,"IN","49",1465.9,3,NA,NA,NA
"105IN",105,"IN","49",1590.8,4,NA,NA,NA
"105IN",105,"IN","49",1881.5,8,NA,NA,NA
"105IN",105,"IN","49",1932.2,5,NA,NA,NA
"105IN",105,"IN","49",1942.4,5,NA,NA,NA
"105IN",105,"IN","49",1978.7,6,NA,NA,NA
"105IN",105,"IN","49",1984.5,3,NA,NA,NA
"105IN",105,"IN","49",1988,11,NA,NA,NA
"105IN",105,"IN","49",2222.1,8,NA,NA,NA
"105IN",105,"IN","49",2269.9,11,NA,NA,NA
"105IN",105,"IN","49",2311.6,6,NA,NA,NA
"105IN",105,"IN","49",2370.3,11,NA,NA,NA
"105IN",105,"IN","49",2399.1,11,NA,NA,NA
"105IN",105,"IN","49",2426.2,8,NA,NA,NA
"105IN",105,"IN","49",2471.2,8,NA,NA,NA
"105IN",105,"IN","49",2517.4,11,NA,NA,NA
"105IN",105,"IN","49",2590.3,4,NA,NA,NA
"105IN",105,"IN","49",2625.7,11,NA,NA,NA
"105IN",105,"IN","49",2664.9,11,NA,NA,NA
"105IN",105,"IN","49",2752.4,11,NA,NA,NA
"105IN",105,"IN","49",2758.7,8,NA,NA,NA
"105IN",105,"IN","49",2782.1,4,NA,NA,NA
"105IN",105,"IN","49",2958.2,11,NA,NA,NA
"105IN",105,"IN","49",2964.4,8,NA,NA,NA
"105IN",105,"IN","49",3024.6,5,NA,NA,NA
"105IN",105,"IN","49",3112.4,8,NA,NA,NA
"105IN",105,"IN","49",3143.7,7,NA,NA,NA
"105IN",105,"IN","49",3158.4,6,NA,NA,NA
"105IN",105,"IN","49",3242.2,11,NA,NA,NA
"105IN",105,"IN","49",3262.2,11,NA,NA,NA
"105IN",105,"IN","49",3414.2,5,NA,NA,NA
"105IN",105,"IN","49",3466.28,10,NA,NA,NA
"105IN",105,"IN","49",3471.5,5,NA,NA,NA
"105IN",105,"IN","49",3524.9,11,NA,NA,NA
"105IN",105,"IN","49",3593.7,8,NA,NA,NA
"105IN",105,"IN","49",3626.8,8,NA,NA,NA
"105IN",105,"IN","49",3636.1,6,NA,NA,NA
"105IN",105,"IN","49",3655.6,8,NA,NA,NA
"105IN",105,"IN","49",3699.8,8,NA,NA,NA
"105IN",105,"IN","49",3952.1,6,NA,NA,NA
"105IN",105,"IN","49",4197.9,11,NA,NA,NA
"106PD",106,"PD","46",0,NA,"0+",NA,NA
"106PD",106,"PD","46",511.85,5,"2+",NA,NA
"106PD",106,"PD","46",1133.77,6,"0+",NA,NA
"106PD",106,"PD","46",1562.26,7,"2+",NA,NA
"106PD",106,"PD","46",1706.39,9,"0+",NA,NA
"106PD",106,"PD","46",1909.47,10,"2+",NA,NA
"106PD",106,"PD","46",2001.49,9,"0+",NA,NA
"106PD",106,"PD","46",2242.53,8,"2+",NA,NA
"106PD",106,"PD","46",2277.86,8,"0+",NA,NA
"106PD",106,"PD","46",2308.86,8,"2+",NA,NA
"106PD",106,"PD","46",2439.22,19,"2+",NA,NA
"106PD",106,"PD","46",2500.5,6,"2-",NA,NA
"106PD",106,"PD","46",2626.73,20,"(2,3)+",NA,NA
"106PD",106,"PD","46",2705.21,10,"(1)+",NA,NA
"106PD",106,"PD","46",2828.5,3,"0+",NA,NA
"106PD",106,"PD","46",2877.8,4,"0+",NA,NA
"106PD",106,"PD","46",2076.5,5,"6+",NA,NA
"106PD",106,"PD","46",2397.6,3,"(5)-",NA,NA
"106PD",106,"PD","46",2756.85,5,"5+","3.6 NS",NA
"106PD",106,"PD","46",2951.84,6,"5+","2.0 NS",NA
"106CD",106,"CD","48",632.6,10,"2+",NA,NA
"106CD",106,"CD","48",1493.71,13,"4+",NA,NA
"106CD",106,"CD","48",2104.52,13,"4+",NA,NA
"106CD",106,"CD","48",2305.15,21,"4+",NA,NA
"106CD",106,"CD","48",2330.26,16,"5+",NA,NA
"106CD",106,"CD","48",2485.58,17,"4+",NA,NA
"106CD",106,"CD","48",2491.72,14,"6+",NA,NA
"106CD",106,"CD","48",2502.92,15,"6+",NA,NA
"106CD",106,"CD","48",2629.02,19,"5-",NA,NA
"106CD",106,"CD","48",2924.67,20,"6+",NA,NA
"106CD",106,"CD","48",3043.91,17,"8+",NA,NA
"106CD",106,"CD","48",3084.03,23,"7+",NA,NA
"106CD",106,"CD","48",3126.03,18,"7+",NA,NA
"106CD",106,"CD","48",3641.93,17,"(8+)",NA,NA
"106CD",106,"CD","48",4282.59,20,NA,NA,NA
"106CD",106,"CD","48",632.51,9,"2+","7.27 PS",9
"106CD",106,"CD","48",1493.59,13,"4+","0.87 PS",11
"106CD",106,"CD","48",1716.52,9,"2+","0.31 PS",5
"106CD",106,"CD","48",1795.12,14,"0+",NA,NA
"106CD",106,"CD","48",2104.4,12,"4+",NA,NA
"106CD",106,"CD","48",2143.86,18,"0+",NA,NA
"106CD",106,"CD","48",2347.43,22,"(2)+",NA,NA
"106CD",106,"CD","48",2370.4,3,"(2)+",NA,NA
"106CD",106,"CD","48",2378.2,4,"3-",NA,NA
"106CD",106,"CD","48",2566.13,14,"2+",NA,NA
"106CD",106,"CD","48",2630,4,"2+",NA,NA
"106CD",106,"CD","48",2719.83,22,NA,NA,NA
"106CD",106,"CD","48",2889.44,22,"2,1+",NA,NA
"106CD",106,"CD","48",2917.6,2,"1(+)",NA,NA
"106CD",106,"CD","48",3118.9,2,"1+",NA,NA
"106CD",106,"CD","48",3328.1,5,"1,2+",NA,NA
"106CD",106,"CD","48",3494.6,4,"1,2+",NA,NA
"106IN",106,"IN","49",505.9,10,"(1+)",NA,NA
"106IN",106,"IN","49",892.3,11,"1+",NA,NA
"106IN",106,"IN","49",1218.3,11,"1+",NA,NA
"106IN",106,"IN","49",1602.2,15,"1+",NA,NA
"106IN",106,"IN","49",1925.3,15,"1+",NA,NA
"107AG",107,"AG","47",93.126,19,"7/2+","44.3 S",2
"107AG",107,"AG","47",324.81,3,"3/2-",NA,NA
"107AG",107,"AG","47",423.15,24,"5/2-",NA,NA
"107AG",107,"AG","47",786.47,13,"3/2-",NA,NA
"107AG",107,"AG","47",922.06,3,"5/2+","0.6 NS",NA
"107AG",107,"AG","47",949.7,7,"5/2-",NA,NA
"107AG",107,"AG","47",973.1,3,"(7/2)-",NA,NA
"107AG",107,"AG","47",1143.06,7,"(5/2)-",NA,NA
"107AG",107,"AG","47",1223,5,"(5/2)+",NA,NA
"107AG",107,"AG","47",1258.89,24,"(3/2)+",NA,NA
"107AG",107,"AG","47",1325.8,3,"(3/2)+",NA,NA
"107CD",107,"CD","48",204.96,3,"7/2+","0.71 NS",4
"107CD",107,"CD","48",505.5,5,"7/2+",NA,NA
"107CD",107,"CD","48",809.03,5,"9/2+",NA,NA
"107CD",107,"CD","48",845.54,8,"11/2-",NA,NA
"107CD",107,"CD","48",921.63,11,"(9/2)+",NA,NA
"107CD",107,"CD","48",932.99,7,"11/2+",NA,NA
"107CD",107,"CD","48",1268.32,6,"7/2+",NA,NA
"107CD",107,"CD","48",1319.65,19,NA,NA,NA
"107CD",107,"CD","48",1377.37,6,"(7/2)+",NA,NA
"107CD",107,"CD","48",1420.54,8,"(11/2+)",NA,NA
"107CD",107,"CD","48",1530.47,21,NA,NA,NA
"107CD",107,"CD","48",1653.5,4,NA,NA,NA
"107CD",107,"CD","48",1712.8,5,NA,NA,NA
"107CD",107,"CD","48",1776.37,9,"7/2+",NA,NA
"107CD",107,"CD","48",1876.75,22,NA,NA,NA
"107CD",107,"CD","48",1908.84,20,NA,NA,NA
"107CD",107,"CD","48",1922.18,12,"7/2+",NA,NA
"107CD",107,"CD","48",2006.31,12,"7/2+",NA,NA
"107CD",107,"CD","48",2064.39,14,"7/2+,9/2+",NA,NA
"107CD",107,"CD","48",2183.4,3,NA,NA,NA
"107CD",107,"CD","48",2284.78,13,"7/2+,9/2+",NA,NA
"107CD",107,"CD","48",2304.36,13,"7/2+,9/2+",NA,NA
"107CD",107,"CD","48",2366.1,22,NA,NA,NA
"107CD",107,"CD","48",2405.7,4,NA,NA,NA
"107CD",107,"CD","48",2504.45,25,NA,NA,NA
"107CD",107,"CD","48",2547.9,3,NA,NA,NA
"107CD",107,"CD","48",2584.1,3,NA,NA,NA
"107CD",107,"CD","48",2637.9,3,NA,NA,NA
"107CD",107,"CD","48",2652.6,3,"7/2+,9/2+",NA,NA
"107CD",107,"CD","48",2700.8,3,NA,NA,NA
"107CD",107,"CD","48",2764.23,13,"7/2+,9/2+,11/2+",NA,NA
"107CD",107,"CD","48",2811.8,3,"7/2+,9/2+,11/2+",NA,NA
"107CD",107,"CD","48",2818.7,5,NA,NA,NA
"107CD",107,"CD","48",2875.49,20,"7/2+,9/2+",NA,NA
"107CD",107,"CD","48",2922.2,4,"7/2+,9/2+,11/2+",NA,NA
"107CD",107,"CD","48",2986.1,5,"7/2+,9/2+",NA,NA
"107CD",107,"CD","48",3001.8,3,"7/2+,9/2+,11/2+",NA,NA
"107SN",107,"SN","50",0,NA,"5/2+",NA,NA
"107SN",107,"SN","50",151.24,19,"7/2+",NA,NA
"107SN",107,"SN","50",703.72,24,"(3/2+)",NA,NA
"107SN",107,"SN","50",818.02,24,"(5/2+)",NA,NA
"107SN",107,"SN","50",970.42,24,"(3/2+,5/2+)",NA,NA
"107SN",107,"SN","50",1280.1,3,"3/2+",NA,NA
"107SN",107,"SN","50",1453.9,3,"(3/2+)",NA,NA
"107SN",107,"SN","50",1619.5,3,NA,NA,NA
"107SN",107,"SN","50",2045.5,3,NA,NA,NA
"108PD",108,"PD","46",0,NA,"0+","STABLE",NA
"108PD",108,"PD","46",433.938,5,"2+",NA,NA
"108PD",108,"PD","46",1052.8,5,"0+",NA,NA
"108PD",108,"PD","46",1314.2,10,"0+",NA,NA
"108PD",108,"PD","46",1441.16,5,"2+",NA,NA
"108PD",108,"PD","46",1539.95,7,"(1+,2+)",NA,NA
"108PD",108,"PD","46",1771.162,11,"6+",NA,NA
"108CD",108,"CD","48",2541.09,15,"6+",NA,NA
"108CD",108,"CD","48",2601.41,15,"5-",NA,NA
"108CD",108,"CD","48",2706.96,16,"5-",NA,NA
"108CD",108,"CD","48",2807.53,14,"(6,7)+",NA,NA
"108CD",108,"CD","48",2975.11,25,"6-",NA,NA
"108CD",108,"CD","48",2994.02,15,"6+",NA,NA
"108CD",108,"CD","48",3057.35,20,"7-",NA,NA
"108CD",108,"CD","48",3110.1,18,"(8)+",NA,NA
"108CD",108,"CD","48",3189.4,18,"(6+,7+,8+)",NA,NA
"108CD",108,"CD","48",3367.29,18,"(6+)",NA,NA
"108CD",108,"CD","48",3816.07,16,"6+",NA,NA
"108CD",108,"CD","48",4512.44,18,"6+",NA,NA
"108CD",108,"CD","48",632.99,15,"2+",NA,NA
"108CD",108,"CD","48",1508.4,5,"4+",NA,NA
"108CD",108,"CD","48",1601.18,20,"2+",NA,NA
"108CD",108,"CD","48",1913.03,24,"0+",NA,NA
"108CD",108,"CD","48",2162.6,4,"2+",NA,NA
"108CD",108,"CD","48",2202.3,4,"3-",NA,NA
"108CD",108,"CD","48",2365.3,3,"2+",NA,NA
"108CD",108,"CD","48",2486,NA,"2+",NA,NA
"108CD",108,"CD","48",2619,4,"2+,3+",NA,NA
"108CD",108,"CD","48",2681.5,3,"2+",NA,NA
"108CD",108,"CD","48",3046.7,3,"1+,2+",NA,NA
"108CD",108,"CD","48",3452.5,3,"1+,2+",NA,NA
"108CD",108,"CD","48",3811.5,3,"1+,2+",NA,NA
"108CD",108,"CD","48",3825.4,6,"1+,2+",NA,NA
"108IN",108,"IN","49",302.4,10,"2+",NA,NA
"108IN",108,"IN","49",698.8,10,"1+",NA,NA
"108IN",108,"IN","49",867.4,11,NA,NA,NA
"108IN",108,"IN","49",1191.6,10,"1+",NA,NA
"109AG",109,"AG","47",88.0341,11,"7/2+","39.79 S",21
"109CD",109,"CD","48",203.4,5,"7/2+","36 PS",NA
"109CD",109,"CD","48",463.1,11,"11/2-","10.6 US",4
"109CD",109,"CD","48",623.88,7,"7/2+","41 FS",NA
"109CD",109,"CD","48",822.04,7,"9/2+","90 FS",NA
"109CD",109,"CD","48",997.5,8,"7/2+","64 FS",NA
"109CD",109,"CD","48",1066.09,11,"11/2+",NA,NA
"109CD",109,"CD","48",1105.83,9,"(9/2+)","73 FS",NA
"109CD",109,"CD","48",1132.91,21,"7/2+","61 FS",NA
"109CD",109,"CD","48",1219.01,18,NA,NA,NA
"109CD",109,"CD","48",1352.15,7,"(7/2)+",NA,NA
"109CD",109,"CD","48",1388.56,13,"(7/2+,9/2+)",NA,NA
"109CD",109,"CD","48",1430.1,4,"(7/2,9/2+)",NA,NA
"109CD",109,"CD","48",1475.69,9,"(7/2,9/2)+",NA,NA
"109CD",109,"CD","48",1539.37,16,"(7/2+,9/2+)",NA,NA
"109CD",109,"CD","48",1622.46,8,"(7/2)+",NA,NA
"109CD",109,"CD","48",1772.79,10,"(7/2,9/2)+",NA,NA
"109CD",109,"CD","48",1861.42,10,"(7/2+,9/2+)",NA,NA
"109IN",109,"IN","49",649.8,10,"1/2-","1.34 M",6
"109IN",109,"IN","49",980.93,11,"3/2-",NA,NA
"109IN",109,"IN","49",1026.42,10,"11/2+",NA,NA
"109IN",109,"IN","49",1099.29,9,"5/2+",NA,NA
"109IN",109,"IN","49",1171.72,16,"1/2+",NA,NA
"109IN",109,"IN","49",1321.26,11,"5/2+",NA,NA
"109IN",109,"IN","49",1334.74,22,"(3/2,5/2,7/2-)",NA,NA
"109IN",109,"IN","49",1440.67,21,"5/2-",NA,NA
"109IN",109,"IN","49",1482.22,22,"(5/2+,7/2-)",NA,NA
"109IN",109,"IN","49",1483.76,18,"5/2+",NA,NA
"109IN",109,"IN","49",1574.36,13,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",1713.27,12,"9/2+",NA,NA
"109IN",109,"IN","49",1722.38,16,"7/2+",NA,NA
"109IN",109,"IN","49",1759.31,12,"3/2,5/2,7/2",NA,NA
"109IN",109,"IN","49",1816.66,13,"(3/2,5/2)-",NA,NA
"109IN",109,"IN","49",1843.7,6,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",1957.11,11,"5/2+",NA,NA
"109IN",109,"IN","49",2055.14,25,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2064.3,4,"(3/2-,5/2-,7/2-)",NA,NA
"109IN",109,"IN","49",2125.77,11,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2138.44,12,"(3/2+)",NA,NA
"109IN",109,"IN","49",2151.4,3,"(3/2,5/2-)",NA,NA
"109IN",109,"IN","49",2218.56,15,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2235.8,3,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2271.4,5,"(3/2+)",NA,NA
"109IN",109,"IN","49",2276.5,7,"(7/2+)",NA,NA
"109IN",109,"IN","49",2305.2,4,"(3/2,5/2-)",NA,NA
"109IN",109,"IN","49",2356.15,23,"(3/2,5/2,7/2-)",NA,NA
"109IN",109,"IN","49",2410.9,4,"(3/2,5/2+)",NA,NA
"109IN",109,"IN","49",2469.05,24,"(3/2,5/2,7/2)+",NA,NA
"109IN",109,"IN","49",2508.33,13,"(3/2,5/2-)",NA,NA
"109IN",109,"IN","49",2542.01,11,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2561.02,19,"3/2+",NA,NA
"109IN",109,"IN","49",2564.2,7,"(5/2+)",NA,NA
"109IN",109,"IN","49",2574.8,3,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2591.87,17,"7/2+",NA,NA
"109IN",109,"IN","49",2602.3,4,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2617.16,21,"(5/2,7/2)+",NA,NA
"109IN",109,"IN","49",2785.62,14,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2808.8,3,"3/2",NA,NA
"109IN",109,"IN","49",2813.46,20,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2845.78,12,"3/2",NA,NA
"109IN",109,"IN","49",2851.72,23,"7/2+",NA,NA
"109IN",109,"IN","49",2858.58,18,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2871.19,14,"5/2+",NA,NA
"109IN",109,"IN","49",2919.8,7,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",2924.48,13,"(3/2,5/2)",NA,NA
"109IN",109,"IN","49",2943,4,"(5/2+,7/2-)",NA,NA
"109IN",109,"IN","49",2986.8,3,"(3/2+,5/2+)",NA,NA
"109IN",109,"IN","49",3013.4,3,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3029.7,21,"(5/2+)",NA,NA
"109IN",109,"IN","49",3034.8,4,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3050.74,20,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3065.65,20,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3140.3,5,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3316.8,3,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3361,6,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3395.68,20,"(5/2+,7/2)",NA,NA
"109IN",109,"IN","49",3418.5,4,"5/2+,7/2-",NA,NA
"109IN",109,"IN","49",3426.53,22,"(5/2+,7/2)",NA,NA
"109SN",109,"SN","50",0,NA,"5/2+","18.2 M",2
"109SN",109,"SN","50",13.97,7,"(7/2+)",NA,NA
"109SN",109,"SN","50",664.42,12,"(3/2+)",NA,NA
"109SN",109,"SN","50",678.31,14,"(5/2)+",NA,NA
"109SN",109,"SN","50",925.5,13,"(3/2)+",NA,NA
"109SN",109,"SN","50",991.34,17,"(3/2)+",NA,NA
"109SN",109,"SN","50",1061.8,15,"(3/2)+",NA,NA
"109SN",109,"SN","50",1078.13,9,"(7/2)+",NA,NA
"109SN",109,"SN","50",1228.74,18,"(3/2+,5/2+)",NA,NA
"109SN",109,"SN","50",1343.72,13,"(7/2)+",NA,NA
"109SN",109,"SN","50",1495.89,13,"(3/2+)",NA,NA
"109SN",109,"SN","50",1614.23,19,"(3/2+,5/2+)",NA,NA
"109SN",109,"SN","50",1649.85,15,"(3/2+,5/2+)",NA,NA
"109SN",109,"SN","50",1914.01,16,"(3/2+,5/2+)",NA,NA
"109SN",109,"SN","50",2015.95,17,"(3/2+,5/2+)",NA,NA
"109SN",109,"SN","50",2126.62,16,"(3/2+,5/2+)",NA,NA
"110PD",110,"PD","46",0,NA,"0+","STABLE",NA
"110PD",110,"PD","46",373.8,7,"2+",NA,NA
"110CD",110,"CD","48",2479.896,16,"6+",NA,NA
