"Key","M","El","Z","E","DE","J","Thalf","DThalf"
"0",0,NA,0,0,0,0,0,0
"0",0,NA,0,0,0,0,0,0
"0",0,NA,0,0,0,0,0,0
"0",0,NA,0,0,0,0,0,0
"0",0,NA,0,0,0,0,0,0
"0",0,NA,0,0,0,0,0,0
"7LI",7,"LI",0,0,NA," 3/2-             ","          ",NA
"7LI",7,"LI",0,477.612,3," 1/2-             ","72.8 FS   ",20
"0",0,NA,0,0,0,"0","0",0
"8BE",8,"BE",0,3030,10,"2+                ","1513 KEV  ",15
"8BE",8,"BE",0,16626,3,"2+                ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"9B",9,"B",0,0,NA,"3/2-              ","0.54 KEV  ",21
"9B",9,"B",0,2345,11,"5/2-              ","81 KEV    ",5
"9B",9,"B",0,2780,16,"1/2-              ","3.13 MEV  ",20
"9B",9,"B",0,12160,40,"5/2-              ","455 KEV   ",20
"9B",9,"B",0,14010,70,"                  ","0.39 MEV  ",11
"9B",9,"B",0,14655,25," 3/2-             ","377 EV    ",38
"0",0,NA,0,0,0,"0","0",0
"10B",10,"B",0,718.38,11,"1+                ","          ",NA
"10B",10,"B",0,1740.05,4,"0+                ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"11B",11,"B",0,0,NA,"3/2-              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"12C",12,"C",0,0,NA,"0+                ","          ",NA
"12C",12,"C",0,4438.91,31,"2+                ","          ",NA
"12C",12,"C",0,7654.2,15,"0+                ","          ",NA
"12C",12,"C",0,10300,3,"(0+)              ","          ",NA
"12C",12,"C",0,12710,6,"                  ","          ",NA
"12C",12,"C",0,15110,3,"                  ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"13C",13,"C",0,0,NA," 1/2-             ","STABLE    ",NA
"13N",13,"N",0,0,NA," 1/2-             ","          ",NA
"13N",13,"N",0,3502,2," 3/2-             ","          ",NA
"13N",13,"N",0,7376,9," 5/2-             ","          ",NA
"13N",13,"N",0,8918,11," 1/2-             ","          ",NA
"13N",13,"N",0,9476,8," 3/2-             ","          ",NA
"13N",13,"N",0,10360,NA," 5/2-             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"14N",14,"N",0,0,NA," 1+               ","          ",NA
"14N",14,"N",0,2312.798,11," 0+               ","          ",NA
"14N",14,"N",0,3948.1,20," 1+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"15N",15,"N",0,0,NA," 1/2-             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"0",0,NA,0,0,0,0,0,0
"17O",17,"O",0,0,NA," 5/2+             ","          ",NA
"17O",17,"O",0,870.73,10," 1/2+             ","          ",NA
"17F",17,"F",0,0,NA," 5/2+             ","          ",NA
"17F",17,"F",0,495.33,10," 1/2+             ","          ",NA
"17F",17,"F",0,3104,3," 1/2-             ","          ",NA
"17F",17,"F",0,4640,20," 3/2-             ","          ",NA
"17F",17,"F",0,5488,11," 3/2-             ","          ",NA
"17F",17,"F",0,6037,9," 1/2-             ","          ",NA
"17F",17,"F",0,8075,10,"(1/2,3/2)-        ","          ",NA
"17F",17,"F",0,8200,NA," 3/2(-)           ","          ",NA
"17F",17,"F",0,8436,10,"(1/2,3/2)-        ","          ",NA
"17F",17,"F",0,9450,50,"                  ","          ",NA
"17F",17,"F",0,10030,60,"                  ","          ",NA
"17F",17,"F",0,10660,20,"                  ","          ",NA
"17F",17,"F",0,10910,10," 1/2-             ","          ",NA
"17F",17,"F",0,11192.9,23," 1/2-             ","          ",NA
"17F",17,"F",0,12250,40," 3/2-             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"18O",18,"O",0,0,NA," 0+               ","STABLE    ",NA
"18F",18,"F",0,0,NA," 1+               ","109.77 M  ",5
"18F",18,"F",0,1041.55,8," 0+               ","          ",NA
"18F",18,"F",0,1080.54,12," 0-               ","          ",NA
"18F",18,"F",0,1700.81,18," 1+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"19F",19,"F",0,0,NA," 1/2+             ","          ",NA
"19F",19,"F",0,109.894,5," 1/2-             ","          ",NA
"19F",19,"F",0,1554.038,9," 3/2+             ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"20NE",20,"NE",0,1633.674,15," 2+               ","          ",NA
"20NE",20,"NE",0,7421.9,12," 2+               ","          ",NA
"20NE",20,"NE",0,7829,24," 2+               ","          ",NA
"20NE",20,"NE",0,8800,NA," 2+               ","          ",NA
"20NE",20,"NE",0,9487,5," 2+               ","          ",NA
"20NE",20,"NE",0,9873,4," 3+               ","          ",NA
"20NE",20,"NE",0,10274,3," 2+               ","          ",NA
"20NE",20,"NE",0,10584,5," 2+               ","          ",NA
"20NE",20,"NE",0,10843,4," 2+               ","          ",NA
"20NE",20,"NE",0,10884,3," 3+               ","          ",NA
"20NE",20,"NE",0,11262.3,19," 1+               ","          ",NA
"20NE",20,"NE",0,11320,9," 2+               ","          ",NA
"20NE",20,"NE",0,11885,7," 2+               ","          ",NA
"20NE",20,"NE",0,1633.674,15," 2+               ","          ",NA
"20NE",20,"NE",0,4966.51,20," 2-               ","          ",NA
"20NE",20,"NE",0,6706,47,"                  ","          ",NA
"20NE",20,"NE",0,7421.9,12," 2+               ","          ",NA
"20NE",20,"NE",0,7833.4,15," 2+               ","          ",NA
"20NE",20,"NE",0,8058,8," 2+               ","          ",NA
"20NE",20,"NE",0,9196,30," 2+               ","          ",NA
"20NE",20,"NE",0,9483,3," 2+               ","          ",NA
"20NE",20,"NE",0,9873,4," 3+               ","          ",NA
"20NE",20,"NE",0,10274,3," 2+               ","          ",NA
"20NE",20,"NE",0,10578,4," 2+               ","          ",NA
"20NE",20,"NE",0,10840,4," 2+               ","          ",NA
"20NE",20,"NE",0,10884,3," 3+               ","          ",NA
"20NE",20,"NE",0,10941,9," 2+               ","          ",NA
"20NE",20,"NE",0,11116,9," 2+               ","          ",NA
"20NE",20,"NE",0,11262.3,19," 1+               ","          ",NA
"20NE",20,"NE",0,11295,5," 2+               ","          ",NA
"20NE",20,"NE",0,11856,8," 2+               ","          ",NA
"20NA",20,"NA",0,984.25,10," 1+               ","          ",NA
"20NA",20,"NA",0,2645,6,"                  ","          ",NA
"20NA",20,"NA",0,3001,2," 1+               ","          ",NA
"20NA",20,"NA",0,3871,9," 1+               ","          ",NA
"20NA",20,"NA",0,4123,16," 1+               ","          ",NA
"20NA",20,"NA",0,4800,NA," 1+               ","          ",NA
"20NA",20,"NA",0,5600,NA," 1+               ","          ",NA
"20NA",20,"NA",0,6266,30," 1+               ","          ",NA
"20NA",20,"NA",0,6534,13," 0+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"21NE",21,"NE",0,0,NA,"3/2+              ","STABLE    ",NA
"21NE",21,"NE",0,350.727,8,"5/2+              ","          ",NA
"21NE",21,"NE",0,2794.14,5,"1/2+              ","          ",NA
"21NA",21,"NA",0,0,NA,"3/2+              ","22.49 S   ",4
"21NA",21,"NA",0,331.93,10,"5/2+              ","          ",NA
"21NA",21,"NA",0,1716,7,"7/2+              ","          ",NA
"21NA",21,"NA",0,3544,6,"5/2+              ","          ",NA
"21NA",21,"NA",0,4294,2,"5/2+              ","          ",NA
"21NA",21,"NA",0,4468,4,"3/2+              ","          ",NA
"21NA",21,"NA",0,5020,9,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,5380,9,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,5770,20,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,5867,25,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,5979,15,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,6090,40,"(5/2,7/2)-        ","          ",NA
"21NA",21,"NA",0,6170,30,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,6341,20,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,6512,16,"3/2+              ","          ",NA
"21NA",21,"NA",0,8303,13,"(3/2,5/2,7/2)+    ","          ",NA
"21NA",21,"NA",0,8397,15,"3/2+              ","          ",NA
"21NA",21,"NA",0,8827,15,"5/2+              ","          ",NA
"21NA",21,"NA",0,8973,3,"(3/2,5/2)+        ","          ",NA
"21NA",21,"NA",0,9280,30,"(3/2,5/2,7/2)     ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"22NE",22,"NE",0,0,NA,"0+                ","STABLE    ",NA
"22NE",22,"NE",0,1274.53,7,"2+                ","          ",NA
"22NA",22,"NA",0,583.05,10," 1+               ","          ",NA
"22NA",22,"NA",0,657,14," 0+               ","          ",NA
"22NA",22,"NA",0,1936.9,2," 1+               ","          ",NA
"22MG",22,"MG",0,5293.11,16,"(4+)              ","          ",NA
"22MG",22,"MG",0,5451.8,6," (3+)             ","          ",NA
"22MG",22,"MG",0,6221,8," (4+)             ","          ",NA
"22MG",22,"MG",0,6307,8,"  4+              ","          ",NA
"22MG",22,"MG",0,6476,8,"                  ","          ",NA
"22MG",22,"MG",0,6724,8,"                  ","          ",NA
"22MG",22,"MG",0,6865,8," (3+)             ","          ",NA
"22MG",22,"MG",0,7052,8,"                  ","          ",NA
"22MG",22,"MG",0,7132,8," (5+)             ","          ",NA
"22MG",22,"MG",0,7254,8,"                  ","          ",NA
"22MG",22,"MG",0,7573,8,"                  ","          ",NA
"22MG",22,"MG",0,8004,9,"                  ","          ",NA
"22MG",22,"MG",0,8339,9,"                  ","          ",NA
"22MG",22,"MG",0,8416,8,"                  ","          ",NA
"22MG",22,"MG",0,8589,8,"                  ","          ",NA
"22MG",22,"MG",0,8985,8,"                  ","          ",NA
"22MG",22,"MG",0,9518,8,"                  ","          ",NA
"22MG",22,"MG",0,9725,10,"                  ","          ",NA
"22MG",22,"MG",0,9965,8,"                  ","          ",NA
"22MG",22,"MG",0,10413,10,"                  ","          ",NA
"22MG",22,"MG",0,10678,12,"                  ","          ",NA
"22MG",22,"MG",0,11309,49,"                  ","          ",NA
"22MG",22,"MG",0,11410,8,"                  ","          ",NA
"22MG",22,"MG",0,13018,56,"                  ","          ",NA
"22MG",22,"MG",0,14012,3,"                  ","          ",NA
"22AL",22,"AL",0,1850,NA," 1+               ","          ",NA
"22AL",22,"AL",0,2210,NA," 1+               ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"23NA",23,"NA",0,0,NA," 3/2+             ","STABLE    ",NA
"23NA",23,"NA",0,439.991,10," 5/2+             ","          ",NA
"23NA",23,"NA",0,2390.732,18," 1/2+             ","          ",NA
"23MG",23,"MG",0,0,NA,"  3/2+            ","          ",NA
"23MG",23,"MG",0,450.71,15,"  5/2+            ","          ",NA
"23MG",23,"MG",0,2050.9,14,"  7/2+            ","          ",NA
"23MG",23,"MG",0,7802.2,14,"                  ","          ",NA
"23MG",23,"MG",0,7854,2,"                  ","          ",NA
"23MG",23,"MG",0,8015,6,"                  ","          ",NA
"23MG",23,"MG",0,8164,2,"                  ","          ",NA
"23MG",23,"MG",0,8453,5,"                  ","          ",NA
"23MG",23,"MG",0,9596,7,"                  ","          ",NA
"23AL",23,"AL",0,0,NA," 5/2+             ","    470 MS",30
"23AL",23,"AL",0,1773,35," (3/2)+           ","          ",NA
"23AL",23,"AL",0,3197,19," (3/2)+           ","          ",NA
"23AL",23,"AL",0,3718,31," (5/2)+           ","          ",NA
"23AL",23,"AL",0,4200,40,"  (7/2)+          ","          ",NA
"23AL",23,"AL",0,11780,40," (5/2)+           ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"24MG",24,"MG",0,4122.889,12," 4+               ","          ",NA
"24MG",24,"MG",0,5235.12,4," 3+               ","          ",NA
"24MG",24,"MG",0,6010.84,4," 4+               ","          ",NA
"24MG",24,"MG",0,7812.35,11," 5+               ","          ",NA
"24MG",24,"MG",0,8439.36,4," 4+               ","          ",NA
"24MG",24,"MG",0,9301.15,8," 4+               ","          ",NA
"24MG",24,"MG",0,9457.81,4," (2,3)+           ","          ",NA
"24MG",24,"MG",0,9516.28,4," 4+               ","          ",NA
"24MG",24,"MG",0,10576.02,7," 4+               ","          ",NA
"24MG",24,"MG",0,10820.7,4," 3+,4+            ","          ",NA
"24MG",24,"MG",0,11216.79,19," 4+               ","          ",NA
"24MG",24,"MG",0,11314.4,15," (3,4)+           ","          ",NA
"24MG",24,"MG",0,11695.6,6," 4+               ","          ",NA
"24MG",24,"MG",0,12049.1,20," 4+               ","          ",NA
"24MG",24,"MG",0,12119.5,18," 4+               ","          ",NA
"24MG",24,"MG",0,12160.6,16," 4+               ","          ",NA
"24MG",24,"MG",0,12972,3," 4+               ","          ",NA
"24MG",24,"MG",0,0,NA," 0+               ","STABLE    ",NA
"24MG",24,"MG",0,1368.672,5," 2+               ","          ",NA
"24MG",24,"MG",0,4238.24,3," 2+               ","          ",NA
"24MG",24,"MG",0,9828.11,11," 1+               ","          ",NA
"24MG",24,"MG",0,9967.19,22," 1+               ","          ",NA
"24MG",24,"MG",0,10058.54,16," (1,2)+           ","          ",NA
"24MG",24,"MG",0,10679.7,4," 0+               ","          ",NA
"24MG",24,"MG",0,10916.96,17," 2+               ","          ",NA
"24MG",24,"MG",0,11015.8,7," 2+               ","          ",NA
"24MG",24,"MG",0,11457,3," 0+               ","          ",NA
"24MG",24,"MG",0,11518.2,6," 2+               ","          ",NA
"24MG",24,"MG",0,12403.12,20," 2+               ","          ",NA
"24MG",24,"MG",0,12468,3," 2+               ","          ",NA
"24AL",24,"AL",0,3000,30,"  1+              ","          ",NA
"24AL",24,"AL",0,3370,34,"  1+              ","          ",NA
"24AL",24,"AL",0,4400,44,"  1+              ","          ",NA
"24AL",24,"AL",0,4670,47,"  1+              ","          ",NA
"24AL",24,"AL",0,4970,50,"  1+              ","          ",NA
"24AL",24,"AL",0,5430,54,"  1+              ","          ",NA
"24AL",24,"AL",0,5760,58,"   1+             ","          ",NA
"24AL",24,"AL",0,5960,60," 0+               ","          ",NA
"24AL",24,"AL",0,6250,62," 1+               ","          ",NA
"24AL",24,"AL",0,6530,65,"  1+              ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"25MG",25,"MG",0,0,NA," 5/2+             ","STABLE    ",NA
"25MG",25,"MG",0,974.749,24," 3/2+             ","          ",NA
"25MG",25,"MG",0,1611.767,11," 7/2+             ","          ",NA
"25AL",25,"AL",0,0,NA," 5/2+             ","7.183 S   ",12
"25AL",25,"AL",0,945,NA," 3/2+             ","          ",NA
"25AL",25,"AL",0,1613,NA," 7/2+             ","          ",NA
"25AL",25,"AL",0,2672,1," 3/2+             ","          ",NA
"25AL",25,"AL",0,3844,7," 5/2+             ","          ",NA
"25AL",25,"AL",0,4189,2," 3/2+             ","          ",NA
"25AL",25,"AL",0,4582,2," 5/2+             ","          ",NA
"25AL",25,"AL",0,4908,6," 5/2+,7/2+        ","          ",NA
"25AL",25,"AL",0,5597,6,"                  ","   56 KEV ",20
"25AL",25,"AL",0,5802,4," 5/2+             ","          ",NA
"25AL",25,"AL",0,6170,2," 3/2+             ","          ",NA
"25AL",25,"AL",0,6620,9,"  5/2+            ","          ",NA
"25AL",25,"AL",0,6871,8,"                  ","          ",NA
"25AL",25,"AL",0,7107,3," 3/2+             ","    33 KEV",5
"25AL",25,"AL",0,7255,7,"   5/2+           ","          ",NA
"25AL",25,"AL",0,7678,7," (3/2,5/2,7/2)+   ","          ",NA
"25AL",25,"AL",0,7892,2," (3/2,5/2,7/2)+   ","          ",NA
"25AL",25,"AL",0,8193,6," (3/2,5/2,7/2)+   ","   20 KEV ",20
"25AL",25,"AL",0,9073,7," (3/2,5/2,7/2)+   ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"26MG",26,"MG",0,1808.72,7,"2+                ","476 FS    ",12
"26MG",26,"MG",0,2938.41,13,"2+                ","141 FS    ",8
"26MG",26,"MG",0,0,NA," 0+               ","STABLE    ",NA
"26AL",26,"AL",0,228.305,13," 0+               ","6.3460 S  ",8
"26AL",26,"AL",0,1057.739,12," 1+               ","          ",NA
"26AL",26,"AL",0,1850.62,3," 1+               ","          ",NA
"26AL",26,"AL",0,2071.64,4," 1+               ","          ",NA
"26AL",26,"AL",0,2740.03,3," 1+               ","          ",NA
"26AL",26,"AL",0,3723.81,4," 1+               ","          ",NA
"26SI",26,"SI",0,1797.27,10,"  2+              ","          ",NA
"26SI",26,"SI",0,2786.31,14,"  2+              ","          ",NA
"26SI",26,"SI",0,3756.95,16,"  (3+)            ","          ",NA
"26SI",26,"SI",0,3842.2,15,"  (4+)            ","          ",NA
"26SI",26,"SI",0,4139.18,15,"  2+              ","          ",NA
"26SI",26,"SI",0,4186.85,25,"  (3+)            ","          ",NA
"26SI",26,"SI",0,5928.5,8,"   (3+)           ","          ",NA
"26SI",26,"SI",0,6295,6,"  2+              ","          ",NA
"26SI",26,"SI",0,6384,5,"  (2+)            ","          ",NA
"26SI",26,"SI",0,6765,5,"                  ","          ",NA
"26SI",26,"SI",0,7501,5,"  2+              ","          ",NA
"26SI",26,"SI",0,7606,6,"                  ","          ",NA
"26SI",26,"SI",0,7962,5,"                  ","          ",NA
"26SI",26,"SI",0,8156,21,"  (1-,2+)         ","          ",NA
"26SI",26,"SI",0,8254,5,"                  ","          ",NA
"26SI",26,"SI",0,8563,17,"                  ","          ",NA
"26SI",26,"SI",0,9370,15,"                  ","          ",NA
"26SI",26,"SI",0,9433,4,"                  ","          ",NA
"26SI",26,"SI",0,9725,7,"                  ","          ",NA
"26SI",26,"SI",0,10299,6,"                  ","          ",NA
"26SI",26,"SI",0,10405,5,"                  ","          ",NA
"26SI",26,"SI",0,10688,9,"                  ","          ",NA
"26SI",26,"SI",0,10827,8,"                  ","          ",NA
"26SI",26,"SI",0,13015,4,"  (3+)            ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"27AL",27,"AL",0,0,NA,"5/2+              ","          ",NA
"27AL",27,"AL",0,843.77,10,"1/2+              ","          ",NA
"27AL",27,"AL",0,1014.54,10,"3/2+              ","          ",NA
"27AL",27,"AL",0,2212.11,10,"(7/2+)            ","          ",NA
"27AL",27,"AL",0,2734.9,6,"5/2+              ","          ",NA
"27AL",27,"AL",0,2982.18,5,"3/2+              ","          ",NA
"27AL",27,"AL",0,3004.2,9,"(9/2+)            ","          ",NA
"27SI",27,"SI",0,6626,3," 1/2+             ","          ",NA
"27SI",27,"SI",0,8175,3," (1/2,3/2)+       ","          ",NA
"27SI",27,"SI",0,8327,2," (1/2,3/2)+       ","          ",NA
"27SI",27,"SI",0,8450,2," (1/2,3/2)+       ","          ",NA
"27SI",27,"SI",0,9066,4," (1/2,3/2)+       ","          ",NA
"27P",27,"P",0,12752,50,"                  ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"28SI",28,"SI",0,1779.03,11,"2+                ","          ",NA
"28SI",28,"SI",0,4617.53,14,"4+                ","          ",NA
"28SI",28,"SI",0,6276.4,15,"3+                ","          ",NA
"28SI",28,"SI",0,7415.9,5,"2+                ","          ",NA
"28SI",28,"SI",0,7799.21,15,"3+                ","          ",NA
"28SI",28,"SI",0,7933.52,21,"2+                ","          ",NA
"28SI",28,"SI",0,8259,4,"2(+)              ","          ",NA
"28SI",28,"SI",0,8588.8,17,"3+                ","          ",NA
"28SI",28,"SI",0,9315.78,19,"3+                ","          ",NA
"28SI",28,"SI",0,9381.2,4,"2+                ","          ",NA
"28SI",28,"SI",0,9479.1,9," (2+)             ","          ",NA
"28SI",28,"SI",0,9795.8,10," (2+)             ","          ",NA
"28SI",28,"SI",0,10208.8,15," (3+)             ","          ",NA
"28SI",28,"SI",0,10667.99,23,"(2 TO 4)+         ","          ",NA
"28SI",28,"SI",0,11515,1,"(2+)              ","          ",NA
"28SI",28,"SI",0,11657,1,"(2+)              ","          ",NA
"28SI",28,"SI",0,11931,1,"5                 ","          ",NA
"28SI",28,"SI",0,12071,1," (2+)             ","          ",NA
"28SI",28,"SI",0,12289,1," (2+)             ","          ",NA
"28SI",28,"SI",0,12443,1," (2+)             ","          ",NA
"28SI",28,"SI",0,12550,1," (4+)             ","          ",NA
"28SI",28,"SI",0,12573,1," (2+)             ","          ",NA
"28SI",28,"SI",0,12714,1,"(0+,1+)           ","          ",NA
"28SI",28,"SI",0,12725,1," (2+)             ","          ",NA
"28SI",28,"SI",0,12899,1," (4+)             ","          ",NA
"28SI",28,"SI",0,13093,4," (4+)             ","          ",NA
"28P",28,"P",0,5900,2,"0+                ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"29SI",29,"SI",0,0,NA,"1/2+              ","STABLE    ",NA
"29SI",29,"SI",0,1273.391,9,"3/2+              ","          ",NA
"29SI",29,"SI",0,2028.17,7,"5/2+              ","          ",NA
"29SI",29,"SI",0,2425.98,3,"3/2+              ","          ",NA
"29P",29,"P",0,1383.55,7,"3/2+              ","          ",NA
"29P",29,"P",0,1953.91,17,"5/2+              ","          ",NA
"29P",29,"P",0,2422.7,3,"3/2+              ","          ",NA
"29P",29,"P",0,3105.9,3,"5/2+              ","          ",NA
"29P",29,"P",0,4080.5,3,"7/2+              ","          ",NA
"29P",29,"P",0,4954.1,5,"(5/2+)            ","          ",NA
"29P",29,"P",0,5293,5,"(7/2+)            ","          ",NA
"29P",29,"P",0,5826,4,"                  ","          ",NA
"29P",29,"P",0,5968,3,"3/2+              ","          ",NA
"29P",29,"P",0,6328,5,"(1/2,3/2)         ","          ",NA
"29P",29,"P",0,6505,15,"                  ","          ",NA
"29P",29,"P",0,6828,5,"(3/2+,5/2+)       ","          ",NA
"29P",29,"P",0,7148,10,"                  ","          ",NA
"29P",29,"P",0,7272,5,"  (5/2+)          ","          ",NA
"29P",29,"P",0,7361,10,"                  ","          ",NA
"29P",29,"P",0,7523,5,"(3/2+)            ","          ",NA
"29P",29,"P",0,7755,5,"(5/2+)            ","          ",NA
"29P",29,"P",0,8106,11,"(5/2+)            ","          ",NA
"29P",29,"P",0,8234,9,"(3/2+)            ","          ",NA
"29P",29,"P",0,8379,3,"(5/2+)            ","          ",NA
"29P",29,"P",0,8432,15," (5/2+)           ","          ",NA
"29P",29,"P",0,8532,10,"(3/2+,5/2+)       ","          ",NA
"29P",29,"P",0,8810,30,"                  ","          ",NA
"29P",29,"P",0,8865,12," (1/2+,3/2+)      ","          ",NA
"29P",29,"P",0,9389,12,"   (3/2+)         ","          ",NA
"29P",29,"P",0,9715,50,"(3/2+,5/2+)       ","          ",NA
"29P",29,"P",0,9855,30,"(3/2+,5/2+)       ","          ",NA
"29P",29,"P",0,10095,30,"                  ","          ",NA
"29P",29,"P",0,10535,30," (3/2+)           ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"30SI",30,"SI",0,0,NA,"0+                ","STABLE    ",NA
"30SI",30,"SI",0,2235.32,2,"2+                ","          ",NA
"30SI",30,"SI",0,3498.55,4,"2+                ","          ",NA
"30SI",30,"SI",0,3769.52,4," 1+               ","          ",NA
"30SI",30,"SI",0,3787.71,5,"0+                ","          ",NA
"30P",30,"P",0,0,NA,"1+                ","2.498 M   ",4
"30P",30,"P",0,677.01,3,"0+                ","          ",NA
"30P",30,"P",0,708.7,3,"1+                ","          ",NA
"30P",30,"P",0,3019.2,1,"1+                ","          ",NA
"0",0,NA,0,0,0,"0","0",0
"31P",31,"P",0,0,NA," 1/2+             ","          ",NA
"31P",31,"P",0,1266.13,12,"  3/2+            ","          ",NA
"31P",31,"P",0,3134.3,4,"  1/2+            ","          ",NA
"31P",31,"P",0,3506.1,6,"  3/2+            ","          ",NA
"31P",31,"P",0,4260.4,10,"  3/2+            ","          ",NA
"31P",31,"P",0,4592.5,10,"   3/2+           ","          ",NA
"31S",31,"S",0,0,NA,"    1/2+          ","          ",NA
"31S",31,"S",0,1248.8,2,"   3/2+           ","          ",NA
"31S",31,"S",0,2234.4,2,"   5/2+           ","          ",NA
"31S",31,"S",0,3077.26,20,"  1/2+            ","          ",NA
"31S",31,"S",0,3284.2,2,"  (5/2)+          ","          ",NA
"31S",31,"S",0,3435.6,4,"  3/2+            ","          ",NA
"31S",31,"S",0,4209.1,2,"  (1/2,3/2,5/2)+  ","          ",NA
"31S",31,"S",0,4520.5,3,"   3/2+           ","          ",NA
"31S",31,"S",0,4720.2,4,"  (1/2,3/2,5/2)+  ","          ",NA
"31S",31,"S",0,4867.5,4,"  (1/2-,3/2-)     ","          ",NA
"31S",31,"S",0,5157.5,3,"  1/2+            ","          ",NA
"31S",31,"S",0,5408.2,9,"                  ","          ",NA
"31S",31,"S",0,5774,3,"   3/2+,5/2+      ","          ",NA
"31S",31,"S",0,5786.2,8," (1/2+,3/2+,5/2+) ","          ",NA
"31S",31,"S",0,6255.3,5,"   1/2+           ","          ",NA
"31S",31,"S",0,6280.5,2,"  3/2+            ","          ",NA
"31S",31,"S",0,6420.7,6,"(1/2+,3/2+,5/2+)  ","          ",NA
"31S",31,"S",0,6936,2," (1/2+,3/2+,5/2+) ","          ",NA
"31S",31,"S",0,7037,2,"  3/2+,5/2+       ","          ",NA
"31S",31,"S",0,7157,2,"   3/2+,5/2+      ","          ",NA
"31S",31,"S",0,7280,10,"                  ","          ",NA
"31S",31,"S",0,7355,3,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,7416.8,10,"                  ","          ",NA
"31S",31,"S",0,7521,17,"                  ","          ",NA
"31S",31,"S",0,7631.8,7,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,7644.5,8,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,7701,3,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,7778,17," (1/2+,3/2+,5/2+) ","          ",NA
"31S",31,"S",0,7894,3,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,8022,3,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,8122,17,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,8270,17,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,8429,3,"  (1/2+,3/2+,5/2+)","          ",NA
"31S",31,"S",0,8499,17,"   1/2+           ","          ",NA
"31S",31,"S",0,8702,17," (1/2+,3/2+,5/2+) ","          ",NA
"31S",31,"S",0,8860,17," (1/2+,3/2+,5/2+) ","          ",NA
"31S",31,"S",0,9031,17," (1/2+,3/2+,5/2+) ","          ",NA
"31CL",31,"CL",0,0,NA,"  3/2+            ","          ",NA
"31CL",31,"CL",0,1746,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,2436,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,2611,5,"  (3/2,5/2,7/2)   ","          ",NA
"31CL",31,"CL",0,2687,6,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,3641,6," (3/2,5/2,7/2)    ","          ",NA
"31CL",31,"CL",0,4044,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,5382,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,5617,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,5756,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,6526,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,6660,5,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,6833,14," (3/2,5/2,7/2)    ","          ",NA
"31CL",31,"CL",0,7378,6,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,7488,6,"(3/2,5/2,7/2)+    ","          ",NA
"31CL",31,"CL",0,7594,10," (3/2,5/2,7/2)    ","          ",NA
"31CL",31,"CL",0,9447,6,"(3/2,5/2,7/2)+    ","          ",NA
